Stage,Round,Conf 1,Conf 2,Date,Team 1,FT,HT,Team 2,ET,P
Regular,?,East,West,(Fri) 10 Apr 1998 (W14),Tampa Bay Mutiny (4),3-1,?,FC Dallas (4),,
Regular,?,East,West,(Fri) 10 Apr 1998 (W14),New York Red Bulls (3),2-3,?,LA Galaxy (4),,
Regular,?,West,East,(Thu) 16 Apr 1998 (W15),Chicago Fire (5),0-1,?,New York Red Bulls (4),,
Regular,?,East,East,(Fri) 17 Apr 1998 (W15),Columbus Crew SC (5),5-1,?,Miami Fusion (6),,
Regular,?,West,West,(Fri) 17 Apr 1998 (W15),FC Dallas (5),1-2,?,San Jose Earthquakes (5),,
Regular,?,East,East,(Fri) 17 Apr 1998 (W15),New England Revolution (4),2-1,?,D.C. United (6),,
Regular,?,West,West,(Fri) 17 Apr 1998 (W15),Sporting Kansas City (5),1-2,?,LA Galaxy (5),,
Regular,?,West,East,(Sat) 18 Apr 1998 (W15),Colorado Rapids (5),3-0,?,Tampa Bay Mutiny (5),,
Regular,?,West,West,(Fri) 24 Apr 1998 (W16),Colorado Rapids (6),5-4,?,Chicago Fire (6),,
Regular,?,West,West,(Fri) 24 Apr 1998 (W16),FC Dallas (6),3-1,?,Sporting Kansas City (6),,
Regular,?,West,East,(Fri) 24 Apr 1998 (W16),LA Galaxy (6),5-1,?,Tampa Bay Mutiny (6),,
Regular,?,East,East,(Fri) 24 Apr 1998 (W16),New England Revolution (5),3-0,?,Miami Fusion (7),,
Regular,?,East,West,(Fri) 24 Apr 1998 (W16),New York Red Bulls (5),4-3,?,San Jose Earthquakes (6),,
Regular,?,East,East,(Sat) 25 Apr 1998 (W16),D.C. United (7),2-1,?,Columbus Crew SC (6),,
Regular,?,East,West,(Tue) 28 Apr 1998 (W17),D.C. United (8),3-1,?,San Jose Earthquakes (7),,
Regular,?,West,West,(Tue) 28 Apr 1998 (W17),Sporting Kansas City (7),0-2,?,LA Galaxy (7),,
Regular,?,East,East,(Wed) 29 Apr 1998 (W17),Tampa Bay Mutiny (7),0-1,?,Columbus Crew SC (7),,
Regular,?,West,East,(Fri) 1 May 1998 (W17),Chicago Fire (7),1-3,?,D.C. United (9),,
Regular,?,East,West,(Fri) 1 May 1998 (W17),Miami Fusion (8),3-2,?,Colorado Rapids (7),,
Regular,?,West,East,(Sat) 2 May 1998 (W17),San Jose Earthquakes (8),1-3,?,New England Revolution (6),,
Regular,?,East,East,(Sat) 2 May 1998 (W17),Tampa Bay Mutiny (8),0-1,?,New York Red Bulls (6),,
Regular,?,West,West,(Tue) 5 May 1998 (W18),LA Galaxy (8),7-4,?,Colorado Rapids (8),,
Regular,?,East,West,(Tue) 5 May 1998 (W18),New York Red Bulls (7),0-1,?,FC Dallas (7),,
Regular,?,West,West,(Fri) 8 May 1998 (W18),Colorado Rapids (9),2-3,?,San Jose Earthquakes (9),,
Regular,?,East,East,(Fri) 8 May 1998 (W18),D.C. United (10),2-0,?,New York Red Bulls (8),,
Regular,?,East,East,(Fri) 8 May 1998 (W18),Miami Fusion (9),2-0,?,Columbus Crew SC (8),,
Regular,?,East,East,(Sat) 9 May 1998 (W18),New England Revolution (7),4-3,?,Tampa Bay Mutiny (9),,
Regular,?,East,East,(Tue) 12 May 1998 (W19),D.C. United (11),3-2,?,New England Revolution (8),,
Regular,?,East,West,(Tue) 12 May 1998 (W19),Tampa Bay Mutiny (10),2-1,?,Sporting Kansas City (8),,
Regular,?,West,West,(Fri) 15 May 1998 (W19),FC Dallas (8),2-1,?,Colorado Rapids (10),,
Regular,?,West,East,(Fri) 15 May 1998 (W19),San Jose Earthquakes (10),2-0,?,Miami Fusion (10),,
Regular,?,East,West,(Fri) 15 May 1998 (W19),Tampa Bay Mutiny (11),1-2,?,Chicago Fire (8),,
Regular,?,East,West,(Fri) 15 May 1998 (W19),New England Revolution (9),1-3,?,Sporting Kansas City (9),,
Regular,?,East,East,(Fri) 15 May 1998 (W19),New York Red Bulls (9),4-3,?,D.C. United (12),,
Regular,?,East,West,(Sat) 16 May 1998 (W19),Columbus Crew SC (9),2-4,?,LA Galaxy (9),,
Regular,?,West,West,(Tue) 19 May 1998 (W20),Chicago Fire (9),3-1,?,LA Galaxy (10),,
Regular,?,West,West,(Tue) 19 May 1998 (W20),FC Dallas (9),1-2,?,Sporting Kansas City (10),,
Regular,?,East,East,(Thu) 21 May 1998 (W20),New England Revolution (10),0-2,?,Columbus Crew SC (10),,
Regular,?,West,West,(Fri) 22 May 1998 (W20),Chicago Fire (10),5-0,?,Colorado Rapids (11),,
Regular,?,East,East,(Fri) 22 May 1998 (W20),D.C. United (13),3-2,?,Tampa Bay Mutiny (12),,
Regular,?,West,West,(Fri) 22 May 1998 (W20),LA Galaxy (11),4-1,?,FC Dallas (10),,
Regular,?,East,East,(Fri) 22 May 1998 (W20),New York Red Bulls (10),4-2,?,Miami Fusion (11),,
Regular,?,West,West,(Fri) 22 May 1998 (W20),Sporting Kansas City (11),0-1,?,San Jose Earthquakes (11),,
Regular,?,West,East,(Tue) 26 May 1998 (W21),Sporting Kansas City (12),2-1,?,Columbus Crew SC (11),,
Regular,?,West,East,(Wed) 27 May 1998 (W21),Colorado Rapids (12),3-0,?,Miami Fusion (12),,
Regular,?,East,West,(Fri) 29 May 1998 (W21),Columbus Crew SC (12),4-1,?,San Jose Earthquakes (12),,
Regular,?,West,West,(Fri) 29 May 1998 (W21),LA Galaxy (12),1-2,?,Chicago Fire (11),,
Regular,?,East,East,(Fri) 29 May 1998 (W21),Tampa Bay Mutiny (13),1-2,?,D.C. United (14),,
Regular,?,West,West,(Sat) 30 May 1998 (W21),Colorado Rapids (13),2-1,?,Sporting Kansas City (13),,
Regular,?,West,East,(Sat) 30 May 1998 (W21),FC Dallas (11),2-0,?,Miami Fusion (13),,
Regular,?,East,East,(Sat) 30 May 1998 (W21),New England Revolution (11),1-2,?,New York Red Bulls (11),,
Regular,?,West,East,(Tue) 2 Jun 1998 (W22),San Jose Earthquakes (13),0-4,?,D.C. United (15),,
Regular,?,East,East,(Tue) 2 Jun 1998 (W22),New York Red Bulls (12),1-2,?,Tampa Bay Mutiny (14),,
Regular,?,West,West,(Wed) 3 Jun 1998 (W22),FC Dallas (12),1-8,?,LA Galaxy (13),,
Regular,?,West,East,(Fri) 5 Jun 1998 (W22),Chicago Fire (12),2-0,?,Columbus Crew SC (13),,
Regular,?,West,West,(Fri) 5 Jun 1998 (W22),Colorado Rapids (14),2-0,?,San Jose Earthquakes (14),,
Regular,?,West,East,(Fri) 5 Jun 1998 (W22),Sporting Kansas City (14),1-0,?,Tampa Bay Mutiny (15),,
Regular,?,East,West,(Sat) 6 Jun 1998 (W22),D.C. United (16),4-5,?,FC Dallas (13),,
Regular,?,West,East,(Sat) 6 Jun 1998 (W22),LA Galaxy (14),5-1,?,New England Revolution (12),,
Regular,?,East,East,(Sat) 6 Jun 1998 (W22),Miami Fusion (14),1-2,?,New York Red Bulls (13),,
Regular,?,West,West,(Wed) 10 Jun 1998 (W23),Chicago Fire (13),5-2,?,San Jose Earthquakes (15),,
Regular,?,East,East,(Fri) 12 Jun 1998 (W23),Columbus Crew SC (14),3-4,?,D.C. United (17),,
Regular,?,East,East,(Fri) 12 Jun 1998 (W23),New York Red Bulls (14),3-1,?,Miami Fusion (15),,
Regular,?,East,West,(Sat) 13 Jun 1998 (W23),New England Revolution (13),1-3,?,Chicago Fire (14),,
Regular,?,West,West,(Tue) 16 Jun 1998 (W24),Chicago Fire (15),1-0,?,FC Dallas (14),,
Regular,?,West,West,(Wed) 17 Jun 1998 (W24),LA Galaxy (15),2-1,?,Colorado Rapids (15),,
Regular,?,East,East,(Fri) 19 Jun 1998 (W24),Columbus Crew SC (15),2-1,?,New York Red Bulls (15),,
Regular,?,West,East,(Sat) 20 Jun 1998 (W24),FC Dallas (15),0-1,?,Tampa Bay Mutiny (16),,
Regular,?,West,West,(Tue) 23 Jun 1998 (W25),Chicago Fire (16),4-1,?,Sporting Kansas City (15),,
Regular,?,East,East,(Tue) 23 Jun 1998 (W25),New York Red Bulls (16),5-3,?,New England Revolution (14),,
Regular,?,West,East,(Wed) 24 Jun 1998 (W25),Colorado Rapids (16),3-1,?,D.C. United (18),,
Regular,?,West,West,(Fri) 26 Jun 1998 (W25),San Jose Earthquakes (16),1-2,?,LA Galaxy (16),,
Regular,?,East,East,(Fri) 26 Jun 1998 (W25),Miami Fusion (16),2-1,?,Tampa Bay Mutiny (17),,
Regular,?,East,West,(Fri) 26 Jun 1998 (W25),New England Revolution (15),3-4,?,FC Dallas (16),,
Regular,?,West,West,(Tue) 30 Jun 1998 (W26),Chicago Fire (17),4-1,?,FC Dallas (17),,
Regular,?,West,East,(Tue) 30 Jun 1998 (W26),Sporting Kansas City (16),1-0,?,New England Revolution (16),,
Regular,?,East,East,(Wed) 1 Jul 1998 (W26),D.C. United (19),3-1,?,Miami Fusion (17),,
Regular,?,West,East,(Thu) 2 Jul 1998 (W26),San Jose Earthquakes (17),2-1,?,Columbus Crew SC (16),,
Regular,?,West,East,(Fri) 3 Jul 1998 (W26),Colorado Rapids (17),1-0,?,New York Red Bulls (17),,
Regular,?,West,West,(Fri) 3 Jul 1998 (W26),FC Dallas (18),0-1,?,Chicago Fire (18),,
Regular,?,West,West,(Fri) 3 Jul 1998 (W26),LA Galaxy (17),2-0,?,Sporting Kansas City (17),,
Regular,?,East,East,(Fri) 3 Jul 1998 (W26),Tampa Bay Mutiny (18),2-3,?,New England Revolution (17),,
Regular,?,East,West,(Wed) 8 Jul 1998 (W27),Columbus Crew SC (17),3-0,?,Chicago Fire (19),,
Regular,?,West,East,(Fri) 10 Jul 1998 (W27),Colorado Rapids (18),2-1,?,New England Revolution (18),,
Regular,?,East,West,(Fri) 10 Jul 1998 (W27),D.C. United (20),3-0,?,LA Galaxy (18),,
Regular,?,East,East,(Fri) 10 Jul 1998 (W27),New York Red Bulls (18),1-2,?,Tampa Bay Mutiny (19),,
Regular,?,West,West,(Fri) 10 Jul 1998 (W27),Sporting Kansas City (18),2-0,?,FC Dallas (19),,
Regular,?,East,West,(Tue) 14 Jul 1998 (W28),Miami Fusion (18),3-2,?,San Jose Earthquakes (18),,
Regular,?,East,West,(Tue) 14 Jul 1998 (W28),Tampa Bay Mutiny (20),1-3,?,LA Galaxy (19),,
Regular,?,East,East,(Tue) 14 Jul 1998 (W28),New England Revolution (19),0-1,?,D.C. United (21),,
Regular,?,East,West,(Fri) 17 Jul 1998 (W28),D.C. United (22),4-1,?,Chicago Fire (20),,
Regular,?,West,East,(Fri) 17 Jul 1998 (W28),FC Dallas (20),1-3,?,New England Revolution (20),,
Regular,?,West,East,(Fri) 17 Jul 1998 (W28),San Jose Earthquakes (19),0-1,?,Tampa Bay Mutiny (21),,
Regular,?,West,East,(Fri) 17 Jul 1998 (W28),LA Galaxy (20),2-3,?,Miami Fusion (19),,
Regular,?,East,East,(Sat) 18 Jul 1998 (W28),New York Red Bulls (19),3-0,?,Columbus Crew SC (18),,
Regular,?,West,West,(Sat) 18 Jul 1998 (W28),Sporting Kansas City (19),4-1,?,Colorado Rapids (19),,
Regular,?,East,West,(Fri) 24 Jul 1998 (W29),Columbus Crew SC (19),1-2,?,FC Dallas (21),,
Regular,?,West,West,(Fri) 24 Jul 1998 (W29),San Jose Earthquakes (20),2-1,?,Sporting Kansas City (20),,
Regular,?,West,East,(Fri) 24 Jul 1998 (W29),LA Galaxy (21),0-1,?,D.C. United (23),,
Regular,?,East,West,(Fri) 24 Jul 1998 (W29),Tampa Bay Mutiny (22),2-3,?,Colorado Rapids (20),,
Regular,?,East,West,(Fri) 24 Jul 1998 (W29),New York Red Bulls (20),3-2,?,Chicago Fire (21),,
Regular,?,East,East,(Sat) 25 Jul 1998 (W29),New England Revolution (21),1-2,?,Miami Fusion (20),,
Regular,?,East,East,(Tue) 28 Jul 1998 (W30),D.C. United (24),3-2,?,Tampa Bay Mutiny (23),,
Regular,?,West,West,(Tue) 28 Jul 1998 (W30),FC Dallas (22),3-0,?,LA Galaxy (22),,
Regular,?,West,West,(Tue) 28 Jul 1998 (W30),San Jose Earthquakes (21),3-0,?,Chicago Fire (22),,
Regular,?,East,East,(Tue) 28 Jul 1998 (W30),Miami Fusion (21),3-2,?,Columbus Crew SC (20),,
Regular,?,East,West,(Tue) 28 Jul 1998 (W30),New England Revolution (22),1-3,?,Colorado Rapids (21),,
Regular,?,East,West,(Tue) 28 Jul 1998 (W30),New York Red Bulls (21),3-2,?,Sporting Kansas City (21),,
Regular,?,West,West,(Tue) 4 Aug 1998 (W31),Colorado Rapids (22),1-6,?,LA Galaxy (23),,
Regular,?,East,West,(Tue) 4 Aug 1998 (W31),New England Revolution (23),3-0,?,San Jose Earthquakes (22),,
Regular,?,East,East,(Wed) 5 Aug 1998 (W31),Tampa Bay Mutiny (24),3-1,?,Miami Fusion (22),,
Regular,?,West,East,(Thu) 6 Aug 1998 (W31),FC Dallas (23),0-1,?,D.C. United (25),,
Regular,?,West,West,(Fri) 7 Aug 1998 (W31),Chicago Fire (23),1-2,?,LA Galaxy (24),,
Regular,?,East,East,(Fri) 7 Aug 1998 (W31),Columbus Crew SC (21),6-1,?,New England Revolution (24),,
Regular,?,West,West,(Fri) 7 Aug 1998 (W31),Sporting Kansas City (22),3-1,?,Colorado Rapids (23),,
Regular,?,West,East,(Sat) 8 Aug 1998 (W31),San Jose Earthquakes (23),5-1,?,New York Red Bulls (22),,
Regular,?,East,East,(Tue) 11 Aug 1998 (W32),New York Red Bulls (23),3-1,?,Columbus Crew SC (22),,
Regular,?,West,West,(Wed) 12 Aug 1998 (W32),LA Galaxy (25),3-0,?,Sporting Kansas City (23),,
Regular,?,East,East,(Thu) 13 Aug 1998 (W32),Tampa Bay Mutiny (25),1-2,?,New England Revolution (25),,
Regular,?,West,West,(Fri) 14 Aug 1998 (W32),Chicago Fire (24),2-1,?,San Jose Earthquakes (24),,
Regular,?,West,West,(Fri) 14 Aug 1998 (W32),Colorado Rapids (24),0-1,?,FC Dallas (24),,
Regular,?,East,East,(Fri) 14 Aug 1998 (W32),Miami Fusion (23),3-1,?,New York Red Bulls (24),,
Regular,?,East,West,(Sat) 15 Aug 1998 (W32),Columbus Crew SC (23),5-3,?,Sporting Kansas City (24),,
Regular,?,East,West,(Mon) 17 Aug 1998 (W33),New York Red Bulls (25),4-1,?,Colorado Rapids (25),,
Regular,?,East,West,(Tue) 18 Aug 1998 (W33),Miami Fusion (24),2-1,?,FC Dallas (25),,
Regular,?,West,West,(Thu) 20 Aug 1998 (W33),Colorado Rapids (26),0-2,?,Chicago Fire (25),,
Regular,?,East,East,(Fri) 21 Aug 1998 (W33),Columbus Crew SC (24),3-1,?,Tampa Bay Mutiny (26),,
Regular,?,East,East,(Fri) 21 Aug 1998 (W33),D.C. United (26),2-1,?,New York Red Bulls (26),,
Regular,?,West,West,(Fri) 21 Aug 1998 (W33),San Jose Earthquakes (25),2-1,?,FC Dallas (26),,
Regular,?,East,West,(Fri) 21 Aug 1998 (W33),New England Revolution (26),1-5,?,LA Galaxy (26),,
Regular,?,West,East,(Sat) 22 Aug 1998 (W33),Sporting Kansas City (25),2-0,?,Miami Fusion (25),,
Regular,?,West,East,(Tue) 25 Aug 1998 (W34),Sporting Kansas City (26),1-2,?,D.C. United (27),,
Regular,?,West,East,(Fri) 28 Aug 1998 (W34),FC Dallas (27),2-0,?,New York Red Bulls (27),,
Regular,?,West,West,(Fri) 28 Aug 1998 (W34),San Jose Earthquakes (26),1-3,?,Colorado Rapids (27),,
Regular,?,West,East,(Fri) 28 Aug 1998 (W34),LA Galaxy (27),0-3,?,Columbus Crew SC (25),,
Regular,?,East,East,(Fri) 28 Aug 1998 (W34),Tampa Bay Mutiny (27),3-2,?,D.C. United (28),,
Regular,?,West,West,(Fri) 28 Aug 1998 (W34),Sporting Kansas City (27),2-3,?,Chicago Fire (26),,
Regular,?,East,East,(Sat) 29 Aug 1998 (W34),Miami Fusion (26),3-2,?,New England Revolution (27),,
Regular,?,West,East,(Tue) 1 Sep 1998 (W35),Chicago Fire (27),3-2,?,Miami Fusion (27),,
Regular,?,West,West,(Tue) 1 Sep 1998 (W35),Colorado Rapids (28),3-2,?,Sporting Kansas City (28),,
Regular,?,West,West,(Tue) 1 Sep 1998 (W35),LA Galaxy (28),3-0,?,FC Dallas (28),,
Regular,?,East,East,(Tue) 1 Sep 1998 (W35),New York Red Bulls (28),0-2,?,New England Revolution (28),,
Regular,?,East,West,(Wed) 2 Sep 1998 (W35),Tampa Bay Mutiny (28),2-1,?,San Jose Earthquakes (27),,
Regular,?,East,West,(Fri) 4 Sep 1998 (W35),Miami Fusion (28),3-5,?,LA Galaxy (29),,
Regular,?,West,West,(Fri) 4 Sep 1998 (W35),Sporting Kansas City (29),5-1,?,San Jose Earthquakes (28),,
Regular,?,East,East,(Sat) 5 Sep 1998 (W35),Columbus Crew SC (26),4-3,?,New York Red Bulls (29),,
Regular,?,East,East,(Tue) 8 Sep 1998 (W36),Columbus Crew SC (27),1-0,?,Miami Fusion (29),,
Regular,?,West,West,(Wed) 9 Sep 1998 (W36),FC Dallas (29),3-2,?,Chicago Fire (28),,
Regular,?,East,East,(Fri) 11 Sep 1998 (W36),New England Revolution (29),2-0,?,Columbus Crew SC (28),,
Regular,?,West,West,(Sat) 12 Sep 1998 (W36),Chicago Fire (29),3-1,?,Colorado Rapids (29),,
Regular,?,West,West,(Sat) 12 Sep 1998 (W36),FC Dallas (30),1-3,?,San Jose Earthquakes (29),,
Regular,?,East,East,(Sat) 12 Sep 1998 (W36),Miami Fusion (30),4-3,?,D.C. United (29),,
Regular,?,East,East,(Sat) 12 Sep 1998 (W36),Tampa Bay Mutiny (29),2-1,?,New York Red Bulls (30),,
Regular,?,East,West,(Tue) 15 Sep 1998 (W37),Columbus Crew SC (29),2-4,?,Colorado Rapids (30),,
Regular,?,West,West,(Tue) 15 Sep 1998 (W37),San Jose Earthquakes (30),0-1,?,LA Galaxy (30),,
Regular,?,East,East,(Tue) 15 Sep 1998 (W37),New York Red Bulls (31),0-5,?,D.C. United (30),,
Regular,?,West,West,(Wed) 16 Sep 1998 (W37),Chicago Fire (30),1-0,?,Sporting Kansas City (30),,
Regular,?,West,East,(Fri) 18 Sep 1998 (W37),Colorado Rapids (31),2-1,?,Columbus Crew SC (30),,
Regular,?,East,East,(Fri) 18 Sep 1998 (W37),D.C. United (31),1-3,?,Miami Fusion (31),,
Regular,?,East,East,(Fri) 18 Sep 1998 (W37),New England Revolution (30),3-0,?,Tampa Bay Mutiny (30),,
Regular,?,West,West,(Fri) 18 Sep 1998 (W37),Sporting Kansas City (31),0-1,?,FC Dallas (31),,
Regular,?,West,West,(Sat) 19 Sep 1998 (W37),LA Galaxy (31),0-1,?,San Jose Earthquakes (31),,
Regular,?,West,East,(Tue) 22 Sep 1998 (W38),Chicago Fire (31),3-2,?,New England Revolution (31),,
Regular,?,East,East,(Wed) 23 Sep 1998 (W38),Columbus Crew SC (31),3-4,?,Tampa Bay Mutiny (31),,
Regular,?,West,West,(Fri) 25 Sep 1998 (W38),Colorado Rapids (32),3-1,?,FC Dallas (32),,
Regular,?,East,East,(Fri) 25 Sep 1998 (W38),New England Revolution (32),0-1,?,New York Red Bulls (32),,
Regular,?,East,East,(Sat) 26 Sep 1998 (W38),D.C. United (32),3-2,?,Columbus Crew SC (32),,
Regular,?,West,West,(Sat) 26 Sep 1998 (W38),San Jose Earthquakes (32),2-0,?,Sporting Kansas City (32),,
Regular,?,West,West,(Sat) 26 Sep 1998 (W38),LA Galaxy (32),1-0,?,Chicago Fire (32),,
Regular,?,East,East,(Sat) 26 Sep 1998 (W38),Miami Fusion (32),1-3,?,Tampa Bay Mutiny (32),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Tue) 29 Sep 1998 (W39),Columbus Crew SC (33),5-3,?,New York Red Bulls (33),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Tue) 29 Sep 1998 (W39),D.C. United (33),2-1,?,Miami Fusion (33),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Wed) 30 Sep 1998 (W39),Chicago Fire (33),2-1,?,Colorado Rapids (33),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Wed) 30 Sep 1998 (W39),LA Galaxy (33),6-1,?,FC Dallas (33),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Fri) 2 Oct 1998 (W39),New York Red Bulls (34),1-1 (*),?,Columbus Crew SC (34),1-1 (a.e.t.),2-3 (pen.)
Playoff,Conf. Semifinals | Leg 2,West,West,(Sat) 3 Oct 1998 (W39),FC Dallas (34),2-3,?,LA Galaxy (34),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Sat) 3 Oct 1998 (W39),Miami Fusion (34),0-0 (*),?,D.C. United (34),0-0 (a.e.t.),2-3 (pen.)
Playoff,Conf. Semifinals | Leg 2,West,West,(Sun) 4 Oct 1998 (W39),Colorado Rapids (34),0-1,?,Chicago Fire (34),,
Playoff,Conf. Finals | Leg 1,West,West,(Fri) 9 Oct 1998 (W40),LA Galaxy (35),0-1,?,Chicago Fire (35),,
Playoff,Conf. Finals | Leg 1,East,East,(Sat) 10 Oct 1998 (W40),D.C. United (35),2-0,?,Columbus Crew SC (35),,
Playoff,Conf. Finals | Leg 2,West,West,(Thu) 15 Oct 1998 (W41),Chicago Fire (36),1-1 (*),?,LA Galaxy (36),1-1 (a.e.t.),2-1 (pen.)
Playoff,Conf. Finals | Leg 2,East,East,(Sat) 17 Oct 1998 (W41),Columbus Crew SC (36),4-2,?,D.C. United (36),,
Playoff,Conf. Finals | Leg 3,East,East,(Tue) 20 Oct 1998 (W42),D.C. United (37),3-0,?,Columbus Crew SC (37),,
Playoff,Final,West,East,(Sat) 24 Oct 1998 (W42),Chicago Fire (37),2-0,?,D.C. United (38),,
