Stage,Round,Conf 1,Conf 2,Date,Team 1,FT,HT,Team 2,ET,P
Regular,?,West,West,(Sat) 9 Oct 2004 (W40),LA Galaxy (29),2-0,?,FC Dallas (29),,
Regular,?,East,East,(Sat) 9 Oct 2004 (W40),New York Red Bulls (29),1-1,?,Columbus Crew SC (29),,
Regular,?,West,East,(Sat) 16 Oct 2004 (W41),Colorado Rapids (30),1-1,?,Columbus Crew SC (30),,
Regular,?,West,West,(Sat) 16 Oct 2004 (W41),FC Dallas (30),2-2,?,San Jose Earthquakes (30),,
Regular,?,East,East,(Sat) 16 Oct 2004 (W41),New England Revolution (30),2-1,?,Chicago Fire (30),,
Regular,?,West,West,(Sat) 16 Oct 2004 (W41),Sporting Kansas City (30),1-0,?,LA Galaxy (30),,
Regular,?,East,East,(Sun) 17 Oct 2004 (W41),D.C. United (30),3-2,?,New York Red Bulls (30),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Fri) 22 Oct 2004 (W42),Colorado Rapids (31),1-0,?,LA Galaxy (31),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Sat) 23 Oct 2004 (W42),New England Revolution (31),1-0,?,Columbus Crew SC (31),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Sat) 23 Oct 2004 (W42),New York Red Bulls (31),0-2,?,D.C. United (31),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Sun) 24 Oct 2004 (W42),San Jose Earthquakes (31),2-0,?,Sporting Kansas City (31),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Sat) 30 Oct 2004 (W43),D.C. United (32),2-0,?,New York Red Bulls (32),,
Playoff,Conf. Semifinals | Leg 2,West,West,(Sat) 30 Oct 2004 (W43),LA Galaxy (32),2-0,?,Colorado Rapids (32),,
Playoff,Conf. Semifinals | Leg 2,West,West,(Sat) 30 Oct 2004 (W43),Sporting Kansas City (32),3-0,?,San Jose Earthquakes (32),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Sun) 31 Oct 2004 (W43),Columbus Crew SC (32),1-1,?,New England Revolution (32),,
Playoff,Conf. Finals,West,West,(Fri) 5 Nov 2004 (W44),Sporting Kansas City (33),2-0,?,LA Galaxy (33),,
Playoff,Conf. Finals,East,East,(Sat) 6 Nov 2004 (W44),D.C. United (33),3-3 (*),?,New England Revolution (33),3-3 (a.e.t.),4-3 (pen.)
Playoff,Final,West,East,(Sun) 14 Nov 2004 (W45),Sporting Kansas City (34),2-3,?,D.C. United (34),,
