Stage,Round,Conf 1,Conf 2,Date,Team 1,FT,HT,Team 2,ET,P
Regular,?,West,West,(Wed) 8 May 1996 (W19),San Jose Earthquakes (6),3-1,?,Colorado Rapids (4),,
Regular,?,East,West,(Wed) 8 May 1996 (W19),Tampa Bay Mutiny (5),2-0,?,Sporting Kansas City (6),,
Regular,?,West,East,(Sat) 11 May 1996 (W19),Colorado Rapids (5),1-2,?,Tampa Bay Mutiny (6),,
Regular,?,East,East,(Sat) 11 May 1996 (W19),Columbus Crew SC (6),3-2,?,New England Revolution (5),,
Regular,?,West,West,(Sat) 11 May 1996 (W19),Sporting Kansas City (7),2-3,?,FC Dallas (7),,
Regular,?,East,East,(Sun) 12 May 1996 (W19),D.C. United (7),1-2,?,New York Red Bulls (5),,
Regular,?,West,West,(Sun) 12 May 1996 (W19),San Jose Earthquakes (7),1-2,?,LA Galaxy (5),,
Regular,?,East,East,(Wed) 15 May 1996 (W20),D.C. United (8),5-2,?,Columbus Crew SC (7),,
Regular,?,East,West,(Thu) 16 May 1996 (W20),New York Red Bulls (6),3-0,?,Colorado Rapids (6),,
Regular,?,East,West,(Sat) 18 May 1996 (W20),Tampa Bay Mutiny (7),3-2,?,San Jose Earthquakes (8),,
Regular,?,West,East,(Sat) 18 May 1996 (W20),FC Dallas (8),3-2,?,D.C. United (9),,
Regular,?,East,East,(Sun) 19 May 1996 (W20),New England Revolution (6),2-0,?,New York Red Bulls (7),,
Regular,?,East,West,(Sun) 19 May 1996 (W20),Columbus Crew SC (8),2-4,?,Colorado Rapids (7),,
Regular,?,West,West,(Sun) 19 May 1996 (W20),LA Galaxy (6),2-0,?,Sporting Kansas City (8),,
Regular,?,West,East,(Wed) 22 May 1996 (W21),Sporting Kansas City (9),2-1,?,New York Red Bulls (8),,
Regular,?,West,East,(Thu) 23 May 1996 (W21),FC Dallas (9),0-1,?,Tampa Bay Mutiny (8),,
Regular,?,East,West,(Sat) 25 May 1996 (W21),New England Revolution (7),3-2,?,Colorado Rapids (8),,
Regular,?,West,East,(Sun) 26 May 1996 (W21),LA Galaxy (7),3-2,?,Columbus Crew SC (9),,
Regular,?,West,West,(Wed) 29 May 1996 (W22),San Jose Earthquakes (9),2-1,?,Sporting Kansas City (10),,
Regular,?,West,West,(Wed) 29 May 1996 (W22),Colorado Rapids (9),2-0,?,FC Dallas (10),,
Regular,?,East,East,(Thu) 30 May 1996 (W22),New York Red Bulls (9),1-2,?,D.C. United (10),,
Regular,?,West,East,(Sat) 1 Jun 1996 (W22),San Jose Earthquakes (10),3-2,?,Columbus Crew SC (10),,
Regular,?,East,West,(Sat) 1 Jun 1996 (W22),Tampa Bay Mutiny (9),1-2,?,LA Galaxy (8),,
Regular,?,West,East,(Sat) 1 Jun 1996 (W22),Sporting Kansas City (11),2-1,?,New England Revolution (8),,
Regular,?,West,East,(Sun) 2 Jun 1996 (W22),FC Dallas (11),0-1,?,New York Red Bulls (10),,
Regular,?,West,East,(Sun) 2 Jun 1996 (W22),Colorado Rapids (10),2-3,?,D.C. United (11),,
Regular,?,East,West,(Wed) 5 Jun 1996 (W23),D.C. United (12),3-1,?,San Jose Earthquakes (11),,
Regular,?,West,East,(Wed) 5 Jun 1996 (W23),Sporting Kansas City (12),1-3,?,Tampa Bay Mutiny (10),,
Regular,?,East,West,(Thu) 6 Jun 1996 (W23),New England Revolution (9),2-3,?,LA Galaxy (9),,
Regular,?,East,West,(Sat) 8 Jun 1996 (W23),Columbus Crew SC (11),3-4,?,Sporting Kansas City (13),,
Regular,?,West,West,(Sat) 8 Jun 1996 (W23),FC Dallas (12),4-1,?,San Jose Earthquakes (12),,
Regular,?,East,West,(Sat) 8 Jun 1996 (W23),Tampa Bay Mutiny (11),2-1,?,Colorado Rapids (11),,
Regular,?,East,West,(Sun) 9 Jun 1996 (W23),New York Red Bulls (11),0-4,?,LA Galaxy (10),,
Regular,?,East,West,(Sat) 15 Jun 1996 (W24),New England Revolution (10),2-1,?,Sporting Kansas City (14),,
Regular,?,West,West,(Sat) 15 Jun 1996 (W24),FC Dallas (13),2-1,?,Colorado Rapids (12),,
Regular,?,East,West,(Sun) 16 Jun 1996 (W24),New York Red Bulls (12),0-1,?,San Jose Earthquakes (13),,
Regular,?,West,East,(Sun) 16 Jun 1996 (W24),LA Galaxy (11),3-2,?,Tampa Bay Mutiny (12),,
Regular,?,East,West,(Wed) 19 Jun 1996 (W25),New York Red Bulls (13),1-0,?,FC Dallas (14),,
Regular,?,East,West,(Wed) 19 Jun 1996 (W25),Columbus Crew SC (12),2-3,?,Colorado Rapids (13),,
Regular,?,West,East,(Thu) 20 Jun 1996 (W25),Sporting Kansas City (15),5-1,?,D.C. United (13),,
Regular,?,East,East,(Sat) 22 Jun 1996 (W25),Tampa Bay Mutiny (13),3-4,?,Columbus Crew SC (13),,
Regular,?,East,West,(Sun) 23 Jun 1996 (W25),New England Revolution (11),1-4,?,FC Dallas (15),,
Regular,?,West,East,(Sun) 23 Jun 1996 (W25),San Jose Earthquakes (14),2-1,?,D.C. United (14),,
Regular,?,West,West,(Wed) 26 Jun 1996 (W26),LA Galaxy (12),3-1,?,Colorado Rapids (14),,
Regular,?,East,West,(Wed) 26 Jun 1996 (W26),New York Red Bulls (14),2-0,?,Sporting Kansas City (16),,
Regular,?,East,East,(Thu) 27 Jun 1996 (W26),New England Revolution (12),1-2,?,Columbus Crew SC (14),,
Regular,?,West,West,(Sat) 29 Jun 1996 (W26),FC Dallas (16),0-1,?,Sporting Kansas City (17),,
Regular,?,East,East,(Sun) 30 Jun 1996 (W26),Columbus Crew SC (15),0-4,?,New York Red Bulls (15),,
Regular,?,East,East,(Sun) 30 Jun 1996 (W26),D.C. United (15),3-1,?,New England Revolution (13),,
Regular,?,West,West,(Sun) 30 Jun 1996 (W26),Colorado Rapids (15),2-1,?,LA Galaxy (13),,
Regular,?,West,East,(Sun) 30 Jun 1996 (W26),San Jose Earthquakes (15),4-0,?,Tampa Bay Mutiny (14),,
Regular,?,West,East,(Thu) 4 Jul 1996 (W27),LA Galaxy (14),0-1,?,New England Revolution (14),,
Regular,?,East,East,(Thu) 4 Jul 1996 (W27),Tampa Bay Mutiny (15),4-1,?,Columbus Crew SC (16),,
Regular,?,West,East,(Thu) 4 Jul 1996 (W27),FC Dallas (17),2-1,?,D.C. United (16),,
Regular,?,West,East,(Thu) 4 Jul 1996 (W27),Colorado Rapids (16),3-1,?,New York Red Bulls (16),,
Regular,?,West,East,(Sat) 6 Jul 1996 (W27),San Jose Earthquakes (16),1-2,?,New England Revolution (15),,
Regular,?,West,West,(Sat) 6 Jul 1996 (W27),Sporting Kansas City (18),3-1,?,LA Galaxy (15),,
Regular,?,West,East,(Sun) 7 Jul 1996 (W27),Colorado Rapids (17),2-1,?,Columbus Crew SC (17),,
Regular,?,East,West,(Sun) 7 Jul 1996 (W27),D.C. United (17),6-1,?,FC Dallas (18),,
Regular,?,East,West,(Wed) 10 Jul 1996 (W28),New York Red Bulls (17),3-2,?,FC Dallas (19),,
Regular,?,West,West,(Wed) 10 Jul 1996 (W28),Sporting Kansas City (19),2-0,?,Colorado Rapids (18),,
Regular,?,East,East,(Thu) 11 Jul 1996 (W28),Columbus Crew SC (18),1-2,?,New England Revolution (16),,
Regular,?,East,East,(Fri) 12 Jul 1996 (W28),D.C. United (18),1-0,?,Tampa Bay Mutiny (16),,
Regular,?,West,West,(Wed) 17 Jul 1996 (W29),FC Dallas (20),5-2,?,LA Galaxy (16),,
Regular,?,West,West,(Wed) 17 Jul 1996 (W29),Colorado Rapids (19),1-2,?,San Jose Earthquakes (17),,
Regular,?,East,West,(Thu) 18 Jul 1996 (W29),Tampa Bay Mutiny (17),3-2,?,Sporting Kansas City (20),,
Regular,?,East,East,(Sat) 20 Jul 1996 (W29),New England Revolution (17),2-0,?,D.C. United (19),,
Regular,?,East,West,(Sat) 20 Jul 1996 (W29),Columbus Crew SC (19),3-4,?,San Jose Earthquakes (18),,
Regular,?,West,West,(Sat) 20 Jul 1996 (W29),Sporting Kansas City (21),1-2,?,FC Dallas (21),,
Regular,?,West,East,(Sun) 21 Jul 1996 (W29),Colorado Rapids (20),1-3,?,Tampa Bay Mutiny (18),,
Regular,?,West,East,(Sun) 21 Jul 1996 (W29),LA Galaxy (17),3-0,?,New York Red Bulls (18),,
Regular,?,West,East,(Wed) 24 Jul 1996 (W30),Colorado Rapids (21),2-0,?,New England Revolution (18),,
Regular,?,West,East,(Wed) 24 Jul 1996 (W30),San Jose Earthquakes (19),0-1,?,New York Red Bulls (19),,
Regular,?,East,East,(Thu) 25 Jul 1996 (W30),Columbus Crew SC (20),1-0,?,Tampa Bay Mutiny (19),,
Regular,?,East,West,(Sat) 27 Jul 1996 (W30),Tampa Bay Mutiny (20),4-3,?,LA Galaxy (18),,
Regular,?,West,West,(Sat) 27 Jul 1996 (W30),FC Dallas (22),3-0,?,Colorado Rapids (22),,
Regular,?,West,East,(Sat) 27 Jul 1996 (W30),Sporting Kansas City (22),4-2,?,New England Revolution (19),,
Regular,?,East,West,(Sun) 28 Jul 1996 (W30),New York Red Bulls (20),4-1,?,San Jose Earthquakes (20),,
Regular,?,East,East,(Sun) 28 Jul 1996 (W30),D.C. United (20),2-0,?,Columbus Crew SC (21),,
Regular,?,East,West,(Wed) 31 Jul 1996 (W31),Columbus Crew SC (22),1-2,?,FC Dallas (23),,
Regular,?,East,West,(Wed) 31 Jul 1996 (W31),D.C. United (21),2-3,?,Sporting Kansas City (23),,
Regular,?,East,West,(Wed) 31 Jul 1996 (W31),New England Revolution (20),2-0,?,San Jose Earthquakes (21),,
Regular,?,West,West,(Thu) 1 Aug 1996 (W31),Colorado Rapids (23),2-3,?,LA Galaxy (19),,
Regular,?,East,East,(Sat) 3 Aug 1996 (W31),New England Revolution (21),2-1,?,New York Red Bulls (21),,
Regular,?,East,West,(Sat) 3 Aug 1996 (W31),Tampa Bay Mutiny (21),3-1,?,Colorado Rapids (24),,
Regular,?,East,West,(Sun) 4 Aug 1996 (W31),D.C. United (22),2-4,?,Sporting Kansas City (24),,
Regular,?,West,East,(Sun) 4 Aug 1996 (W31),LA Galaxy (20),1-2,?,Columbus Crew SC (23),,
Regular,?,East,East,(Wed) 7 Aug 1996 (W32),Tampa Bay Mutiny (22),1-3,?,D.C. United (23),,
Regular,?,West,West,(Wed) 7 Aug 1996 (W32),Colorado Rapids (25),4-2,?,Sporting Kansas City (25),,
Regular,?,West,East,(Thu) 8 Aug 1996 (W32),LA Galaxy (21),1-0,?,New England Revolution (22),,
Regular,?,East,East,(Sat) 10 Aug 1996 (W32),Columbus Crew SC (24),3-2,?,D.C. United (24),,
Regular,?,West,East,(Sat) 10 Aug 1996 (W32),FC Dallas (24),2-1,?,Tampa Bay Mutiny (23),,
Regular,?,West,West,(Sun) 11 Aug 1996 (W32),Sporting Kansas City (26),3-2,?,LA Galaxy (22),,
Regular,?,West,East,(Sun) 11 Aug 1996 (W32),Colorado Rapids (26),0-2,?,New York Red Bulls (22),,
Regular,?,West,East,(Sun) 11 Aug 1996 (W32),San Jose Earthquakes (22),6-1,?,New England Revolution (23),,
Regular,?,East,East,(Wed) 14 Aug 1996 (W33),New York Red Bulls (23),4-0,?,New England Revolution (24),,
Regular,?,West,East,(Wed) 14 Aug 1996 (W33),FC Dallas (25),2-3,?,Columbus Crew SC (25),,
Regular,?,West,West,(Thu) 15 Aug 1996 (W33),Sporting Kansas City (27),4-1,?,San Jose Earthquakes (23),,
Regular,?,East,West,(Fri) 16 Aug 1996 (W33),New England Revolution (25),2-0,?,Colorado Rapids (27),,
Regular,?,East,East,(Sat) 17 Aug 1996 (W33),Tampa Bay Mutiny (24),3-1,?,New York Red Bulls (24),,
Regular,?,East,West,(Sun) 18 Aug 1996 (W33),Columbus Crew SC (26),2-0,?,San Jose Earthquakes (24),,
Regular,?,East,West,(Sun) 18 Aug 1996 (W33),D.C. United (25),2-1,?,LA Galaxy (23),,
Regular,?,West,West,(Wed) 21 Aug 1996 (W34),LA Galaxy (24),1-2,?,Sporting Kansas City (28),,
Regular,?,East,East,(Wed) 21 Aug 1996 (W34),New York Red Bulls (25),2-3,?,D.C. United (26),,
Regular,?,East,East,(Wed) 21 Aug 1996 (W34),New England Revolution (26),4-2,?,Tampa Bay Mutiny (25),,
Regular,?,West,West,(Thu) 22 Aug 1996 (W34),San Jose Earthquakes (25),1-0,?,FC Dallas (26),,
Regular,?,East,West,(Sat) 24 Aug 1996 (W34),Columbus Crew SC (27),2-1,?,Sporting Kansas City (29),,
Regular,?,East,East,(Sun) 25 Aug 1996 (W34),D.C. United (27),3-0,?,Tampa Bay Mutiny (26),,
Regular,?,West,West,(Sun) 25 Aug 1996 (W34),San Jose Earthquakes (26),1-0,?,Colorado Rapids (28),,
Regular,?,West,West,(Sun) 25 Aug 1996 (W34),LA Galaxy (25),2-3,?,FC Dallas (27),,
Regular,?,East,West,(Wed) 28 Aug 1996 (W35),Columbus Crew SC (28),2-0,?,LA Galaxy (26),,
Regular,?,West,East,(Thu) 29 Aug 1996 (W35),Colorado Rapids (29),1-2,?,D.C. United (28),,
Regular,?,East,East,(Sat) 31 Aug 1996 (W35),Tampa Bay Mutiny (27),3-1,?,New England Revolution (27),,
Regular,?,West,East,(Sun) 1 Sep 1996 (W35),Sporting Kansas City (30),3-2,?,New York Red Bulls (26),,
Regular,?,West,West,(Sun) 1 Sep 1996 (W35),San Jose Earthquakes (27),1-2,?,LA Galaxy (27),,
Regular,?,East,East,(Wed) 4 Sep 1996 (W36),New York Red Bulls (27),0-2,?,Tampa Bay Mutiny (28),,
Regular,?,East,West,(Wed) 4 Sep 1996 (W36),New England Revolution (28),2-1,?,FC Dallas (28),,
Regular,?,West,West,(Thu) 5 Sep 1996 (W36),LA Galaxy (28),0-1,?,Colorado Rapids (30),,
Regular,?,East,East,(Fri) 6 Sep 1996 (W36),D.C. United (29),1-2,?,New York Red Bulls (28),,
Regular,?,West,East,(Sat) 7 Sep 1996 (W36),Sporting Kansas City (31),1-5,?,Columbus Crew SC (29),,
Regular,?,West,East,(Sat) 7 Sep 1996 (W36),FC Dallas (29),0-2,?,New England Revolution (29),,
Regular,?,West,West,(Sun) 8 Sep 1996 (W36),Colorado Rapids (31),1-3,?,San Jose Earthquakes (28),,
Regular,?,East,West,(Tue) 10 Sep 1996 (W37),New York Red Bulls (29),3-1,?,LA Galaxy (29),,
Regular,?,West,West,(Wed) 11 Sep 1996 (W37),San Jose Earthquakes (29),2-3,?,FC Dallas (30),,
Regular,?,East,East,(Thu) 12 Sep 1996 (W37),New England Revolution (30),1-2,?,Tampa Bay Mutiny (29),,
Regular,?,East,East,(Sat) 14 Sep 1996 (W37),Tampa Bay Mutiny (30),2-0,?,D.C. United (30),,
Regular,?,East,East,(Sun) 15 Sep 1996 (W37),Columbus Crew SC (30),2-0,?,New York Red Bulls (30),,
Regular,?,West,West,(Sun) 15 Sep 1996 (W37),LA Galaxy (30),4-2,?,San Jose Earthquakes (30),,
Regular,?,East,East,(Tue) 17 Sep 1996 (W38),D.C. United (31),3-2,?,New England Revolution (31),,
Regular,?,West,East,(Wed) 18 Sep 1996 (W38),San Jose Earthquakes (31),1-2,?,Tampa Bay Mutiny (31),,
Regular,?,East,East,(Wed) 18 Sep 1996 (W38),New York Red Bulls (31),1-0,?,Columbus Crew SC (31),,
Regular,?,West,West,(Thu) 19 Sep 1996 (W38),FC Dallas (31),1-2,?,LA Galaxy (31),,
Regular,?,East,East,(Sat) 21 Sep 1996 (W38),New England Revolution (32),0-1,?,Columbus Crew SC (32),,
Regular,?,East,West,(Sat) 21 Sep 1996 (W38),D.C. United (32),3-1,?,Colorado Rapids (32),,
Regular,?,East,East,(Sat) 21 Sep 1996 (W38),Tampa Bay Mutiny (32),4-1,?,New York Red Bulls (32),,
Regular,?,West,West,(Sat) 21 Sep 1996 (W38),Sporting Kansas City (32),0-1,?,San Jose Earthquakes (32),,
Regular,?,West,West,(Sun) 22 Sep 1996 (W38),LA Galaxy (32),2-1,?,FC Dallas (32),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Tue) 24 Sep 1996 (W39),New York Red Bulls (33),2-2 (*),?,D.C. United (33),2-2 (a.e.t.),6-5 (pen.)
Playoff,Conf. Semifinals | Leg 1,East,East,(Wed) 25 Sep 1996 (W39),Columbus Crew SC (33),0-2,?,Tampa Bay Mutiny (33),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Thu) 26 Sep 1996 (W39),Sporting Kansas City (33),3-2,?,FC Dallas (33),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Thu) 26 Sep 1996 (W39),San Jose Earthquakes (33),1-0,?,LA Galaxy (33),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Fri) 27 Sep 1996 (W39),D.C. United (34),1-0,?,New York Red Bulls (34),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Sat) 28 Sep 1996 (W39),Tampa Bay Mutiny (34),1-2,?,Columbus Crew SC (34),,
Playoff,Conf. Semifinals | Leg 2,West,West,(Sun) 29 Sep 1996 (W39),FC Dallas (34),2-1,?,Sporting Kansas City (34),,
Playoff,Conf. Semifinals | Leg 2,West,West,(Sun) 29 Sep 1996 (W39),LA Galaxy (34),2-0,?,San Jose Earthquakes (34),,
Playoff,Conf. Semifinals | Leg 3,West,West,(Wed) 2 Oct 1996 (W40),FC Dallas (35),2-3 (*),?,Sporting Kansas City (35),2-3 (a.e.t.),2-3 (pen.)
Playoff,Conf. Semifinals | Leg 3,West,West,(Wed) 2 Oct 1996 (W40),LA Galaxy (35),2-0,?,San Jose Earthquakes (35),,
Playoff,Conf. Semifinals | Leg 3,East,East,(Wed) 2 Oct 1996 (W40),Tampa Bay Mutiny (35),4-1,?,Columbus Crew SC (35),,
Playoff,Conf. Semifinals | Leg 3,East,East,(Wed) 2 Oct 1996 (W40),D.C. United (35),2-1,?,New York Red Bulls (35),,
Playoff,Conf. Finals | Leg 1,East,East,(Thu) 10 Oct 1996 (W41),D.C. United (36),4-1,?,Tampa Bay Mutiny (36),,
Playoff,Conf. Finals | Leg 1,West,West,(Thu) 10 Oct 1996 (W41),LA Galaxy (36),2-1,?,Sporting Kansas City (36),,
Playoff,Conf. Finals | Leg 2,East,East,(Sat) 12 Oct 1996 (W41),Tampa Bay Mutiny (37),1-2,?,D.C. United (37),,
Playoff,Conf. Finals | Leg 2,West,West,(Sun) 13 Oct 1996 (W41),Sporting Kansas City (37),1-2 (*),?,LA Galaxy (37),1-2 (a.e.t.),1-3 (pen.)
Playoff,Final,East,West,(Sun) 20 Oct 1996 (W42),D.C. United (38),2-2 (*),?,LA Galaxy (38),3-2 (a.e.t.),
