Stage,Round,Conf 1,Conf 2,Date,Team 1,FT,HT,Team 2,ET,P
Regular,?,West,West,(Sun) 13 Mar 2016 (W10),San Jose Earthquakes (2),2-1,?,Portland Timbers (2),,
Regular,?,East,East,(Fri) 18 Mar 2016 (W11),New York City FC (3),0-1,?,Orlando City SC (3),,
Regular,?,East,East,(Sat) 19 Mar 2016 (W11),Chicago Fire (3),0-0,?,Columbus Crew SC (3),,
Regular,?,East,West,(Sat) 19 Mar 2016 (W11),New York Red Bulls (3),4-3,?,Houston Dynamo (3),,
Regular,?,West,East,(Sat) 19 Mar 2016 (W11),FC Dallas (3),2-0,?,Montreal Impact (3),,
Regular,?,West,West,(Sat) 19 Mar 2016 (W11),Seattle Sounders FC (3),1-2,?,Vancouver Whitecaps FC (3),,
Regular,?,West,West,(Sat) 19 Mar 2016 (W11),Portland Timbers (3),2-2,?,Real Salt Lake (3),,
Regular,?,West,West,(Sat) 19 Mar 2016 (W11),LA Galaxy (3),3-1,?,San Jose Earthquakes (3),,
Regular,?,East,East,(Sun) 20 Mar 2016 (W11),Philadelphia Union (3),3-0,?,New England Revolution (3),,
Regular,?,East,West,(Sun) 20 Mar 2016 (W11),D.C. United (3),1-1,?,Colorado Rapids (3),,
Regular,?,West,East,(Sun) 20 Mar 2016 (W11),Sporting Kansas City (3),1-0,?,Toronto FC (3),,
Regular,?,East,East,(Sat) 26 Mar 2016 (W12),New York City FC (4),1-1,?,New England Revolution (4),,
Regular,?,East,West,(Sat) 26 Mar 2016 (W12),D.C. United (4),0-3,?,FC Dallas (4),,
Regular,?,West,West,(Sat) 26 Mar 2016 (W12),Vancouver Whitecaps FC (4),1-0,?,Houston Dynamo (4),,
Regular,?,East,East,(Fri) 1 Apr 2016 (W13),New England Revolution (5),1-0,?,New York Red Bulls (4),,
Regular,?,East,East,(Sat) 2 Apr 2016 (W13),Chicago Fire (4),1-0,?,Philadelphia Union (4),,
Regular,?,West,East,(Sat) 2 Apr 2016 (W13),Colorado Rapids (4),1-0,?,Toronto FC (4),,
Regular,?,West,West,(Sat) 2 Apr 2016 (W13),Sporting Kansas City (4),1-2,?,Real Salt Lake (4),,
Regular,?,West,East,(Sat) 2 Apr 2016 (W13),FC Dallas (5),1-1,?,Columbus Crew SC (4),,
Regular,?,West,West,(Sat) 2 Apr 2016 (W13),Vancouver Whitecaps FC (5),0-0,?,LA Galaxy (4),,
Regular,?,West,East,(Sat) 2 Apr 2016 (W13),Seattle Sounders FC (4),1-0,?,Montreal Impact (4),,
Regular,?,West,East,(Sat) 2 Apr 2016 (W13),San Jose Earthquakes (4),1-1,?,D.C. United (5),,
Regular,?,East,West,(Sun) 3 Apr 2016 (W13),Orlando City SC (4),4-1,?,Portland Timbers (4),,
Regular,?,East,East,(Fri) 8 Apr 2016 (W14),Philadelphia Union (5),2-1,?,Orlando City SC (5),,
Regular,?,East,East,(Sat) 9 Apr 2016 (W14),New England Revolution (6),1-1,?,Toronto FC (5),,
Regular,?,East,East,(Sat) 9 Apr 2016 (W14),Montreal Impact (5),2-0,?,Columbus Crew SC (5),,
Regular,?,East,West,(Sat) 9 Apr 2016 (W14),D.C. United (6),4-0,?,Vancouver Whitecaps FC (6),,
Regular,?,East,West,(Sat) 9 Apr 2016 (W14),New York Red Bulls (5),0-2,?,Sporting Kansas City (5),,
Regular,?,West,West,(Sat) 9 Apr 2016 (W14),FC Dallas (6),2-2,?,San Jose Earthquakes (5),,
Regular,?,West,West,(Sat) 9 Apr 2016 (W14),Real Salt Lake (5),1-0,?,Colorado Rapids (5),,
Regular,?,West,West,(Sun) 10 Apr 2016 (W14),Houston Dynamo (5),1-1,?,Seattle Sounders FC (5),,
Regular,?,East,East,(Sun) 10 Apr 2016 (W14),New York City FC (5),0-0,?,Chicago Fire (5),,
Regular,?,West,West,(Sun) 10 Apr 2016 (W14),LA Galaxy (5),1-1,?,Portland Timbers (5),,
Regular,?,West,West,(Wed) 13 Apr 2016 (W15),Sporting Kansas City (6),1-2,?,Colorado Rapids (6),,
Regular,?,West,East,(Wed) 13 Apr 2016 (W15),San Jose Earthquakes (6),2-0,?,New York Red Bulls (6),,
Regular,?,West,West,(Wed) 13 Apr 2016 (W15),Portland Timbers (6),1-3,?,FC Dallas (7),,
Regular,?,West,West,(Fri) 15 Apr 2016 (W15),Houston Dynamo (6),1-4,?,LA Galaxy (6),,
Regular,?,East,East,(Sat) 16 Apr 2016 (W15),D.C. United (7),0-1,?,Toronto FC (6),,
Regular,?,East,East,(Sat) 16 Apr 2016 (W15),Chicago Fire (6),1-2,?,Montreal Impact (6),,
Regular,?,East,East,(Sat) 16 Apr 2016 (W15),Columbus Crew SC (6),3-2,?,New York City FC (6),,
Regular,?,West,East,(Sat) 16 Apr 2016 (W15),Colorado Rapids (7),2-1,?,New York Red Bulls (7),,
Regular,?,West,East,(Sat) 16 Apr 2016 (W15),Seattle Sounders FC (6),2-1,?,Philadelphia Union (6),,
Regular,?,West,West,(Sat) 16 Apr 2016 (W15),Real Salt Lake (6),1-0,?,Vancouver Whitecaps FC (7),,
Regular,?,West,West,(Sat) 16 Apr 2016 (W15),Portland Timbers (7),3-1,?,San Jose Earthquakes (7),,
Regular,?,East,East,(Sun) 17 Apr 2016 (W15),Orlando City SC (6),2-2,?,New England Revolution (7),,
Regular,?,West,West,(Sun) 17 Apr 2016 (W15),FC Dallas (8),2-1,?,Sporting Kansas City (7),,
Regular,?,East,East,(Sat) 23 Apr 2016 (W16),Philadelphia Union (7),2-0,?,New York City FC (7),,
Regular,?,East,East,(Sat) 23 Apr 2016 (W16),Montreal Impact (7),0-2,?,Toronto FC (7),,
Regular,?,East,East,(Sat) 23 Apr 2016 (W16),D.C. United (8),3-0,?,New England Revolution (8),,
Regular,?,East,West,(Sat) 23 Apr 2016 (W16),Columbus Crew SC (7),1-0,?,Houston Dynamo (7),,
Regular,?,West,West,(Sat) 23 Apr 2016 (W16),Colorado Rapids (8),3-1,?,Seattle Sounders FC (7),,
Regular,?,West,West,(Sat) 23 Apr 2016 (W16),Vancouver Whitecaps FC (8),3-0,?,FC Dallas (9),,
Regular,?,West,West,(Sat) 23 Apr 2016 (W16),LA Galaxy (7),5-2,?,Real Salt Lake (7),,
Regular,?,West,West,(Sun) 24 Apr 2016 (W16),San Jose Earthquakes (8),1-0,?,Sporting Kansas City (8),,
Regular,?,East,East,(Sun) 24 Apr 2016 (W16),New York Red Bulls (8),3-2,?,Orlando City SC (7),,
Regular,?,East,East,(Wed) 27 Apr 2016 (W17),New York City FC (8),1-1,?,Montreal Impact (8),,
Regular,?,East,West,(Wed) 27 Apr 2016 (W17),New England Revolution (9),1-1,?,Portland Timbers (8),,
Regular,?,West,West,(Wed) 27 Apr 2016 (W17),Vancouver Whitecaps FC (9),1-1,?,Sporting Kansas City (9),,
Regular,?,East,West,(Fri) 29 Apr 2016 (W17),New York Red Bulls (9),4-0,?,FC Dallas (10),,
Regular,?,West,East,(Sat) 30 Apr 2016 (W17),Seattle Sounders FC (8),1-0,?,Columbus Crew SC (8),,
Regular,?,East,West,(Sat) 30 Apr 2016 (W17),Philadelphia Union (8),1-1,?,San Jose Earthquakes (9),,
Regular,?,East,West,(Sat) 30 Apr 2016 (W17),New York City FC (9),3-2,?,Vancouver Whitecaps FC (10),,
Regular,?,East,West,(Sat) 30 Apr 2016 (W17),Montreal Impact (9),2-2,?,Colorado Rapids (9),,
Regular,?,East,East,(Sat) 30 Apr 2016 (W17),Chicago Fire (7),1-1,?,D.C. United (9),,
Regular,?,East,East,(Sat) 30 Apr 2016 (W17),New England Revolution (10),2-2,?,Orlando City SC (8),,
Regular,?,West,West,(Sat) 30 Apr 2016 (W17),Real Salt Lake (8),2-1,?,Houston Dynamo (8),,
Regular,?,West,East,(Sun) 1 May 2016 (W17),Portland Timbers (9),2-1,?,Toronto FC (8),,
Regular,?,West,West,(Sun) 1 May 2016 (W17),Sporting Kansas City (10),1-1,?,LA Galaxy (8),,
Regular,?,East,East,(Fri) 6 May 2016 (W18),Orlando City SC (9),1-1,?,New York Red Bulls (10),,
Regular,?,West,West,(Sat) 7 May 2016 (W18),Vancouver Whitecaps FC (11),2-1,?,Portland Timbers (10),,
Regular,?,East,West,(Sat) 7 May 2016 (W18),Toronto FC (9),1-0,?,FC Dallas (11),,
Regular,?,East,East,(Sat) 7 May 2016 (W18),Columbus Crew SC (9),4-4,?,Montreal Impact (10),,
Regular,?,West,West,(Sat) 7 May 2016 (W18),Houston Dynamo (9),2-0,?,Sporting Kansas City (11),,
Regular,?,West,West,(Sat) 7 May 2016 (W18),Colorado Rapids (10),1-0,?,Real Salt Lake (9),,
Regular,?,West,West,(Sat) 7 May 2016 (W18),Seattle Sounders FC (9),2-0,?,San Jose Earthquakes (10),,
Regular,?,West,East,(Sun) 8 May 2016 (W18),LA Galaxy (9),4-2,?,New England Revolution (11),,
Regular,?,East,East,(Sun) 8 May 2016 (W18),D.C. United (10),0-2,?,New York City FC (10),,
Regular,?,East,West,(Wed) 11 May 2016 (W19),Philadelphia Union (9),2-2,?,LA Galaxy (10),,
Regular,?,West,West,(Wed) 11 May 2016 (W19),FC Dallas (12),2-1,?,Portland Timbers (11),,
Regular,?,West,West,(Wed) 11 May 2016 (W19),Colorado Rapids (11),1-0,?,Sporting Kansas City (12),,
Regular,?,West,East,(Wed) 11 May 2016 (W19),Vancouver Whitecaps FC (12),2-1,?,Chicago Fire (8),,
Regular,?,West,West,(Wed) 11 May 2016 (W19),San Jose Earthquakes (11),3-1,?,Houston Dynamo (10),,
Regular,?,East,East,(Fri) 13 May 2016 (W19),D.C. United (11),2-0,?,New York Red Bulls (11),,
Regular,?,East,East,(Sat) 14 May 2016 (W19),Montreal Impact (11),1-1,?,Philadelphia Union (10),,
Regular,?,East,West,(Sat) 14 May 2016 (W19),Toronto FC (10),3-4,?,Vancouver Whitecaps FC (13),,
Regular,?,East,East,(Sat) 14 May 2016 (W19),New England Revolution (12),2-0,?,Chicago Fire (9),,
Regular,?,East,West,(Sat) 14 May 2016 (W19),Columbus Crew SC (10),1-1,?,Colorado Rapids (12),,
Regular,?,West,West,(Sat) 14 May 2016 (W19),FC Dallas (13),2-0,?,Seattle Sounders FC (10),,
Regular,?,West,West,(Sun) 15 May 2016 (W19),Houston Dynamo (11),1-0,?,Real Salt Lake (10),,
Regular,?,West,East,(Sun) 15 May 2016 (W19),Sporting Kansas City (13),2-1,?,Orlando City SC (10),,
Regular,?,West,East,(Sun) 15 May 2016 (W19),Portland Timbers (12),1-2,?,New York City FC (11),,
Regular,?,East,East,(Wed) 18 May 2016 (W20),Toronto FC (11),1-1,?,New York City FC (12),,
Regular,?,East,East,(Wed) 18 May 2016 (W20),New York Red Bulls (12),1-0,?,Chicago Fire (10),,
Regular,?,East,East,(Fri) 20 May 2016 (W20),Philadelphia Union (11),1-0,?,D.C. United (12),,
Regular,?,East,East,(Sat) 21 May 2016 (W20),New York City FC (13),0-7,?,New York Red Bulls (13),,
Regular,?,East,East,(Sat) 21 May 2016 (W20),Toronto FC (12),0-0,?,Columbus Crew SC (11),,
Regular,?,East,West,(Sat) 21 May 2016 (W20),Chicago Fire (11),1-0,?,Houston Dynamo (12),,
Regular,?,East,East,(Sat) 21 May 2016 (W20),Orlando City SC (11),2-1,?,Montreal Impact (12),,
Regular,?,East,West,(Sat) 21 May 2016 (W20),New England Revolution (13),2-4,?,FC Dallas (14),,
Regular,?,West,West,(Sat) 21 May 2016 (W20),Sporting Kansas City (14),1-3,?,Real Salt Lake (11),,
Regular,?,West,West,(Sat) 21 May 2016 (W20),Seattle Sounders FC (11),0-1,?,Colorado Rapids (13),,
Regular,?,West,West,(Sun) 22 May 2016 (W20),Portland Timbers (13),4-2,?,Vancouver Whitecaps FC (14),,
Regular,?,West,West,(Sun) 22 May 2016 (W20),LA Galaxy (11),1-1,?,San Jose Earthquakes (12),,
Regular,?,East,East,(Wed) 25 May 2016 (W21),Orlando City SC (12),2-2,?,Philadelphia Union (12),,
Regular,?,West,East,(Fri) 27 May 2016 (W21),Sporting Kansas City (15),0-1,?,D.C. United (13),,
Regular,?,West,West,(Sat) 28 May 2016 (W21),Vancouver Whitecaps FC (15),1-1,?,Houston Dynamo (13),,
Regular,?,East,East,(Sat) 28 May 2016 (W21),New York Red Bulls (14),3-0,?,Toronto FC (13),,
Regular,?,East,West,(Sat) 28 May 2016 (W21),New England Revolution (14),2-1,?,Seattle Sounders FC (12),,
Regular,?,East,West,(Sat) 28 May 2016 (W21),Columbus Crew SC (12),4-3,?,Real Salt Lake (12),,
Regular,?,East,West,(Sat) 28 May 2016 (W21),Montreal Impact (13),3-2,?,LA Galaxy (12),,
Regular,?,East,West,(Sat) 28 May 2016 (W21),Chicago Fire (12),1-1,?,Portland Timbers (14),,
Regular,?,West,East,(Sat) 28 May 2016 (W21),Colorado Rapids (14),1-1,?,Philadelphia Union (13),,
Regular,?,West,West,(Sat) 28 May 2016 (W21),San Jose Earthquakes (13),0-0,?,FC Dallas (15),,
Regular,?,East,East,(Sun) 29 May 2016 (W21),New York City FC (14),2-2,?,Orlando City SC (13),,
Regular,?,East,East,(Wed) 1 Jun 2016 (W22),Philadelphia Union (14),3-2,?,Columbus Crew SC (13),,
Regular,?,East,West,(Wed) 1 Jun 2016 (W22),D.C. United (14),0-2,?,Seattle Sounders FC (13),,
Regular,?,West,West,(Wed) 1 Jun 2016 (W22),Portland Timbers (15),1-0,?,San Jose Earthquakes (14),,
Regular,?,East,West,(Thu) 2 Jun 2016 (W22),New York City FC (15),2-3,?,Real Salt Lake (13),,
Regular,?,West,West,(Thu) 2 Jun 2016 (W22),FC Dallas (16),1-1,?,Houston Dynamo (14),,
Regular,?,West,West,(Thu) 2 Jun 2016 (W22),LA Galaxy (13),0-0,?,Sporting Kansas City (16),,
Regular,?,East,East,(Sat) 18 Jun 2016 (W24),New York City FC (16),3-2,?,Philadelphia Union (15),,
Regular,?,West,East,(Sat) 18 Jun 2016 (W24),Vancouver Whitecaps FC (16),1-2,?,New England Revolution (15),,
Regular,?,East,West,(Sat) 18 Jun 2016 (W24),Toronto FC (14),1-0,?,LA Galaxy (14),,
Regular,?,East,West,(Sat) 18 Jun 2016 (W24),Orlando City SC (14),2-2,?,San Jose Earthquakes (15),,
Regular,?,East,East,(Sat) 18 Jun 2016 (W24),Columbus Crew SC (14),0-0,?,Montreal Impact (14),,
Regular,?,West,East,(Sat) 18 Jun 2016 (W24),Houston Dynamo (15),0-0,?,D.C. United (15),,
Regular,?,West,East,(Sat) 18 Jun 2016 (W24),Colorado Rapids (15),2-1,?,Chicago Fire (13),,
Regular,?,West,West,(Sat) 18 Jun 2016 (W24),Real Salt Lake (14),2-2,?,Portland Timbers (16),,
Regular,?,West,West,(Sun) 19 Jun 2016 (W24),Sporting Kansas City (17),2-0,?,FC Dallas (17),,
Regular,?,East,West,(Sun) 19 Jun 2016 (W24),New York Red Bulls (15),2-0,?,Seattle Sounders FC (14),,
Regular,?,East,East,(Wed) 22 Jun 2016 (W25),Philadelphia Union (16),4-3,?,Chicago Fire (14),,
Regular,?,West,East,(Wed) 22 Jun 2016 (W25),Real Salt Lake (15),2-1,?,New York Red Bulls (16),,
Regular,?,West,West,(Wed) 22 Jun 2016 (W25),LA Galaxy (15),0-0,?,Colorado Rapids (16),,
Regular,?,West,East,(Sat) 25 Jun 2016 (W25),Seattle Sounders FC (15),0-2,?,New York City FC (17),,
Regular,?,East,West,(Sat) 25 Jun 2016 (W25),Philadelphia Union (17),2-3,?,Vancouver Whitecaps FC (17),,
Regular,?,East,East,(Sat) 25 Jun 2016 (W25),D.C. United (16),2-0,?,New England Revolution (16),,
Regular,?,East,East,(Sat) 25 Jun 2016 (W25),Orlando City SC (15),3-2,?,Toronto FC (15),,
Regular,?,East,West,(Sat) 25 Jun 2016 (W25),Montreal Impact (15),2-2,?,Sporting Kansas City (18),,
Regular,?,East,East,(Sat) 25 Jun 2016 (W25),Columbus Crew SC (15),1-1,?,New York Red Bulls (17),,
Regular,?,West,West,(Sat) 25 Jun 2016 (W25),FC Dallas (18),2-0,?,Real Salt Lake (16),,
Regular,?,West,West,(Sat) 25 Jun 2016 (W25),San Jose Earthquakes (16),1-1,?,LA Galaxy (16),,
Regular,?,West,West,(Sun) 26 Jun 2016 (W25),Portland Timbers (17),3-2,?,Houston Dynamo (16),,
Regular,?,East,West,(Fri) 1 Jul 2016 (W26),Chicago Fire (15),1-0,?,San Jose Earthquakes (17),,
Regular,?,West,East,(Fri) 1 Jul 2016 (W26),Real Salt Lake (17),1-1,?,D.C. United (17),,
Regular,?,East,East,(Sat) 2 Jul 2016 (W26),Montreal Impact (16),3-2,?,New England Revolution (17),,
Regular,?,East,West,(Sat) 2 Jul 2016 (W26),Toronto FC (16),1-1,?,Seattle Sounders FC (16),,
Regular,?,West,East,(Sat) 2 Jul 2016 (W26),Houston Dynamo (17),1-0,?,Philadelphia Union (18),,
Regular,?,East,East,(Sun) 3 Jul 2016 (W26),New York City FC (18),2-0,?,New York Red Bulls (18),,
Regular,?,West,East,(Sun) 3 Jul 2016 (W26),Sporting Kansas City (19),3-2,?,Columbus Crew SC (16),,
Regular,?,West,East,(Mon) 4 Jul 2016 (W27),FC Dallas (19),4-0,?,Orlando City SC (16),,
Regular,?,West,West,(Mon) 4 Jul 2016 (W27),Colorado Rapids (17),0-0,?,Portland Timbers (18),,
Regular,?,West,West,(Mon) 4 Jul 2016 (W27),LA Galaxy (17),2-0,?,Vancouver Whitecaps FC (18),,
Regular,?,East,East,(Wed) 6 Jul 2016 (W27),New England Revolution (18),0-1,?,New York City FC (19),,
Regular,?,East,West,(Fri) 8 Jul 2016 (W27),Orlando City SC (17),0-0,?,Houston Dynamo (18),,
Regular,?,West,West,(Fri) 8 Jul 2016 (W27),San Jose Earthquakes (18),0-1,?,FC Dallas (20),,
Regular,?,West,West,(Sat) 9 Jul 2016 (W27),Seattle Sounders FC (17),0-1,?,LA Galaxy (18),,
Regular,?,East,East,(Sat) 9 Jul 2016 (W27),Philadelphia Union (19),3-0,?,D.C. United (18),,
Regular,?,East,East,(Sat) 9 Jul 2016 (W27),Toronto FC (17),1-0,?,Chicago Fire (16),,
Regular,?,East,East,(Sat) 9 Jul 2016 (W27),New England Revolution (19),3-1,?,Columbus Crew SC (17),,
Regular,?,West,West,(Sat) 9 Jul 2016 (W27),Vancouver Whitecaps FC (19),2-2,?,Colorado Rapids (18),,
Regular,?,West,East,(Sat) 9 Jul 2016 (W27),Real Salt Lake (18),1-1,?,Montreal Impact (17),,
Regular,?,East,West,(Sun) 10 Jul 2016 (W27),New York Red Bulls (19),0-0,?,Portland Timbers (19),,
Regular,?,West,East,(Sun) 10 Jul 2016 (W27),Sporting Kansas City (20),3-1,?,New York City FC (20),,
Regular,?,East,East,(Wed) 13 Jul 2016 (W28),Columbus Crew SC (18),1-1,?,Toronto FC (18),,
Regular,?,East,East,(Wed) 13 Jul 2016 (W28),New York Red Bulls (20),2-0,?,Orlando City SC (18),,
Regular,?,East,West,(Wed) 13 Jul 2016 (W28),Chicago Fire (17),1-0,?,Sporting Kansas City (21),,
Regular,?,West,West,(Wed) 13 Jul 2016 (W28),Vancouver Whitecaps FC (20),2-0,?,Real Salt Lake (19),,
Regular,?,West,West,(Wed) 13 Jul 2016 (W28),Seattle Sounders FC (18),5-0,?,FC Dallas (21),,
Regular,?,West,East,(Wed) 13 Jul 2016 (W28),Portland Timbers (20),1-1,?,Montreal Impact (18),,
Regular,?,West,West,(Fri) 15 Jul 2016 (W28),LA Galaxy (19),1-0,?,Houston Dynamo (19),,
Regular,?,East,East,(Sat) 16 Jul 2016 (W28),Columbus Crew SC (19),1-1,?,D.C. United (19),,
Regular,?,West,East,(Sat) 16 Jul 2016 (W28),FC Dallas (22),3-1,?,Chicago Fire (18),,
Regular,?,West,West,(Sat) 16 Jul 2016 (W28),Colorado Rapids (19),1-0,?,Sporting Kansas City (22),,
Regular,?,West,East,(Sat) 16 Jul 2016 (W28),Vancouver Whitecaps FC (21),2-2,?,Orlando City SC (19),,
Regular,?,West,East,(Sat) 16 Jul 2016 (W28),Real Salt Lake (20),0-0,?,New England Revolution (20),,
Regular,?,West,East,(Sat) 16 Jul 2016 (W28),San Jose Earthquakes (19),2-1,?,Toronto FC (19),,
Regular,?,West,West,(Sun) 17 Jul 2016 (W28),Portland Timbers (21),3-1,?,Seattle Sounders FC (19),,
Regular,?,East,East,(Sun) 17 Jul 2016 (W28),Montreal Impact (19),1-3,?,New York City FC (21),,
Regular,?,East,East,(Sun) 17 Jul 2016 (W28),Philadelphia Union (20),2-2,?,New York Red Bulls (21),,
Regular,?,West,West,(Fri) 22 Jul 2016 (W29),Real Salt Lake (21),1-1,?,San Jose Earthquakes (20),,
Regular,?,West,West,(Sat) 23 Jul 2016 (W29),Portland Timbers (22),1-2,?,LA Galaxy (20),,
Regular,?,East,East,(Sat) 23 Jul 2016 (W29),Toronto FC (20),4-1,?,D.C. United (20),,
Regular,?,East,East,(Sat) 23 Jul 2016 (W29),New England Revolution (21),1-0,?,Chicago Fire (19),,
Regular,?,East,East,(Sat) 23 Jul 2016 (W29),Montreal Impact (20),5-1,?,Philadelphia Union (21),,
Regular,?,East,East,(Sat) 23 Jul 2016 (W29),Columbus Crew SC (20),2-2,?,Orlando City SC (20),,
Regular,?,West,West,(Sat) 23 Jul 2016 (W29),Colorado Rapids (20),1-1,?,FC Dallas (23),,
Regular,?,West,West,(Sat) 23 Jul 2016 (W29),Houston Dynamo (20),0-0,?,Vancouver Whitecaps FC (22),,
Regular,?,East,East,(Sun) 24 Jul 2016 (W29),New York Red Bulls (22),4-1,?,New York City FC (22),,
Regular,?,West,West,(Sun) 24 Jul 2016 (W29),Sporting Kansas City (23),3-0,?,Seattle Sounders FC (20),,
Regular,?,East,West,(Sat) 30 Jul 2016 (W30),New York City FC (23),5-1,?,Colorado Rapids (21),,
Regular,?,West,West,(Sun) 31 Jul 2016 (W30),Sporting Kansas City (24),1-0,?,Portland Timbers (23),,
Regular,?,West,West,(Sun) 31 Jul 2016 (W30),Seattle Sounders FC (21),1-1,?,LA Galaxy (21),,
Regular,?,West,West,(Sun) 31 Jul 2016 (W30),FC Dallas (24),2-0,?,Vancouver Whitecaps FC (23),,
Regular,?,East,East,(Sun) 31 Jul 2016 (W30),D.C. United (21),1-1,?,Montreal Impact (21),,
Regular,?,East,West,(Sun) 31 Jul 2016 (W30),Philadelphia Union (22),1-2,?,Real Salt Lake (22),,
Regular,?,East,East,(Sun) 31 Jul 2016 (W30),Chicago Fire (20),2-2,?,New York Red Bulls (23),,
Regular,?,East,East,(Sun) 31 Jul 2016 (W30),Toronto FC (21),3-0,?,Columbus Crew SC (21),,
Regular,?,East,East,(Sun) 31 Jul 2016 (W30),Orlando City SC (21),3-1,?,New England Revolution (22),,
Regular,?,West,West,(Sun) 31 Jul 2016 (W30),Houston Dynamo (21),1-1,?,San Jose Earthquakes (21),,
Regular,?,East,West,(Wed) 3 Aug 2016 (W31),Toronto FC (22),1-0,?,Real Salt Lake (23),,
Regular,?,West,East,(Fri) 5 Aug 2016 (W31),San Jose Earthquakes (22),0-0,?,New York City FC (24),,
Regular,?,East,East,(Sat) 6 Aug 2016 (W31),D.C. United (22),2-2,?,Philadelphia Union (23),,
Regular,?,East,East,(Sat) 6 Aug 2016 (W31),Toronto FC (23),4-1,?,New England Revolution (23),,
Regular,?,East,West,(Sat) 6 Aug 2016 (W31),Montreal Impact (22),1-0,?,Houston Dynamo (22),,
Regular,?,West,West,(Sat) 6 Aug 2016 (W31),Colorado Rapids (22),2-0,?,Vancouver Whitecaps FC (24),,
Regular,?,West,East,(Sat) 6 Aug 2016 (W31),Real Salt Lake (24),3-1,?,Chicago Fire (21),,
Regular,?,West,West,(Sun) 7 Aug 2016 (W31),Portland Timbers (24),3-0,?,Sporting Kansas City (25),,
Regular,?,East,West,(Sun) 7 Aug 2016 (W31),Orlando City SC (22),1-3,?,Seattle Sounders FC (22),,
Regular,?,West,East,(Sun) 7 Aug 2016 (W31),LA Galaxy (22),2-2,?,New York Red Bulls (24),,
Regular,?,West,West,(Fri) 12 Aug 2016 (W32),Vancouver Whitecaps FC (25),1-2,?,San Jose Earthquakes (23),,
Regular,?,East,East,(Sat) 13 Aug 2016 (W32),New York Red Bulls (25),3-1,?,Montreal Impact (23),,
Regular,?,East,East,(Sat) 13 Aug 2016 (W32),New England Revolution (24),0-4,?,Philadelphia Union (24),,
Regular,?,East,East,(Sat) 13 Aug 2016 (W32),Columbus Crew SC (22),3-3,?,New York City FC (25),,
Regular,?,East,West,(Sat) 13 Aug 2016 (W32),D.C. United (23),2-0,?,Portland Timbers (25),,
Regular,?,West,West,(Sat) 13 Aug 2016 (W32),FC Dallas (25),2-2,?,Sporting Kansas City (26),,
Regular,?,West,West,(Sat) 13 Aug 2016 (W32),LA Galaxy (23),1-1,?,Colorado Rapids (23),,
Regular,?,East,East,(Sun) 14 Aug 2016 (W32),Chicago Fire (22),2-2,?,Orlando City SC (23),,
Regular,?,West,West,(Sun) 14 Aug 2016 (W32),Seattle Sounders FC (23),2-1,?,Real Salt Lake (25),,
Regular,?,West,East,(Sun) 14 Aug 2016 (W32),Houston Dynamo (23),1-1,?,Toronto FC (24),,
Regular,?,West,West,(Fri) 19 Aug 2016 (W33),San Jose Earthquakes (24),1-2,?,Houston Dynamo (24),,
