Stage,Round,Conf 1,Conf 2,Date,Team 1,FT,HT,Team 2,ET,P
Regular,?,West,West,(Sun) 20 Apr 2008 (W15),LA Galaxy (4),2-2,?,Houston Dynamo (4),,
Regular,?,East,East,(Sun) 20 Apr 2008 (W15),Chicago Fire (4),0-1,?,Sporting Kansas City (5),,
Regular,?,West,West,(Sun) 20 Apr 2008 (W15),CD Chivas USA (4),0-2,?,FC Dallas (4),,
Regular,?,West,East,(Thu) 24 Apr 2008 (W16),FC Dallas (5),0-1,?,New England Revolution (6),,
Regular,?,East,East,(Sat) 26 Apr 2008 (W16),Toronto FC (5),2-0,?,Sporting Kansas City (6),,
Regular,?,East,West,(Sat) 26 Apr 2008 (W16),Columbus Crew SC (5),1-0,?,Houston Dynamo (5),,
Regular,?,East,West,(Sat) 26 Apr 2008 (W16),D.C. United (5),4-1,?,Real Salt Lake (5),,
Regular,?,East,West,(Sat) 26 Apr 2008 (W16),Chicago Fire (5),2-1,?,Colorado Rapids (5),,
Regular,?,West,West,(Sun) 27 Apr 2008 (W16),LA Galaxy (5),5-2,?,CD Chivas USA (5),,
Regular,?,East,West,(Sun) 27 Apr 2008 (W16),New York Red Bulls (4),2-0,?,San Jose Earthquakes (4),,
Regular,?,East,East,(Thu) 1 May 2008 (W17),Toronto FC (6),1-1,?,New York Red Bulls (5),,
Regular,?,East,East,(Sat) 3 May 2008 (W17),New England Revolution (7),0-3,?,Chicago Fire (6),,
Regular,?,East,East,(Sat) 3 May 2008 (W17),Columbus Crew SC (6),2-1,?,Sporting Kansas City (7),,
Regular,?,West,West,(Sat) 3 May 2008 (W17),Houston Dynamo (6),0-0,?,CD Chivas USA (6),,
Regular,?,West,West,(Sat) 3 May 2008 (W17),Real Salt Lake (6),2-2,?,LA Galaxy (6),,
Regular,?,West,West,(Sun) 4 May 2008 (W17),San Jose Earthquakes (5),0-0,?,FC Dallas (6),,
Regular,?,West,East,(Sun) 4 May 2008 (W17),Colorado Rapids (6),2-0,?,D.C. United (6),,
Regular,?,East,East,(Thu) 8 May 2008 (W18),D.C. United (7),0-2,?,Chicago Fire (7),,
Regular,?,West,West,(Sat) 10 May 2008 (W18),Houston Dynamo (7),2-1,?,Colorado Rapids (7),,
Regular,?,West,West,(Sat) 10 May 2008 (W18),Real Salt Lake (7),2-1,?,FC Dallas (7),,
Regular,?,West,East,(Sun) 11 May 2008 (W18),San Jose Earthquakes (6),2-3,?,Columbus Crew SC (7),,
Regular,?,West,East,(Sun) 11 May 2008 (W18),LA Galaxy (7),1-2,?,New York Red Bulls (6),,
Regular,?,West,East,(Sun) 11 May 2008 (W18),CD Chivas USA (7),1-2,?,New England Revolution (8),,
Regular,?,West,West,(Thu) 15 May 2008 (W19),Colorado Rapids (8),2-0,?,Real Salt Lake (8),,
Regular,?,East,East,(Sat) 17 May 2008 (W19),Toronto FC (7),0-0,?,Columbus Crew SC (8),,
Regular,?,East,East,(Sat) 17 May 2008 (W19),New York Red Bulls (7),1-1,?,Sporting Kansas City (8),,
Regular,?,East,West,(Sat) 17 May 2008 (W19),New England Revolution (9),2-0,?,San Jose Earthquakes (7),,
Regular,?,East,West,(Sat) 17 May 2008 (W19),Chicago Fire (8),1-2,?,Houston Dynamo (8),,
Regular,?,West,East,(Sun) 18 May 2008 (W19),CD Chivas USA (8),3-1,?,D.C. United (8),,
Regular,?,West,West,(Sun) 18 May 2008 (W19),FC Dallas (8),1-5,?,LA Galaxy (8),,
Regular,?,East,East,(Wed) 21 May 2008 (W20),Toronto FC (8),1-0,?,D.C. United (9),,
Regular,?,West,West,(Fri) 23 May 2008 (W20),San Jose Earthquakes (8),2-1,?,Houston Dynamo (9),,
Regular,?,East,East,(Sat) 24 May 2008 (W20),Columbus Crew SC (9),0-1,?,New England Revolution (10),,
Regular,?,East,East,(Sat) 24 May 2008 (W20),D.C. United (10),3-2,?,Toronto FC (9),,
Regular,?,West,West,(Sat) 24 May 2008 (W20),FC Dallas (9),2-1,?,Real Salt Lake (9),,
Regular,?,West,West,(Sat) 24 May 2008 (W20),Colorado Rapids (9),1-2,?,CD Chivas USA (9),,
Regular,?,West,East,(Sun) 25 May 2008 (W20),LA Galaxy (9),3-1,?,Sporting Kansas City (9),,
Regular,?,East,East,(Sun) 25 May 2008 (W20),New York Red Bulls (8),1-5,?,Chicago Fire (9),,
Regular,?,West,West,(Wed) 28 May 2008 (W21),FC Dallas (10),2-2,?,Houston Dynamo (10),,
Regular,?,East,East,(Thu) 29 May 2008 (W21),New England Revolution (11),2-2,?,D.C. United (11),,
Regular,?,East,West,(Sat) 31 May 2008 (W21),Toronto FC (10),2-0,?,LA Galaxy (10),,
Regular,?,West,East,(Sat) 31 May 2008 (W21),Houston Dynamo (11),1-0,?,New York Red Bulls (9),,
Regular,?,West,West,(Sat) 31 May 2008 (W21),Real Salt Lake (10),3-1,?,San Jose Earthquakes (9),,
Regular,?,West,East,(Sun) 1 Jun 2008 (W21),CD Chivas USA (10),2-0,?,Columbus Crew SC (10),,
Regular,?,West,West,(Sun) 1 Jun 2008 (W21),Colorado Rapids (10),2-1,?,FC Dallas (11),,
Regular,?,East,West,(Thu) 5 Jun 2008 (W22),New York Red Bulls (10),1-0,?,CD Chivas USA (11),,
Regular,?,East,West,(Fri) 6 Jun 2008 (W22),New England Revolution (12),2-1,?,FC Dallas (12),,
Regular,?,East,West,(Sat) 7 Jun 2008 (W22),Columbus Crew SC (11),0-2,?,San Jose Earthquakes (10),,
Regular,?,East,East,(Sat) 7 Jun 2008 (W22),Chicago Fire (10),1-2,?,D.C. United (12),,
Regular,?,West,East,(Sat) 7 Jun 2008 (W22),Real Salt Lake (11),0-0,?,Sporting Kansas City (10),,
Regular,?,West,West,(Sun) 8 Jun 2008 (W22),LA Galaxy (11),3-2,?,Colorado Rapids (11),,
Regular,?,West,East,(Sun) 8 Jun 2008 (W22),Houston Dynamo (12),3-1,?,Toronto FC (11),,
Regular,?,West,East,(Thu) 12 Jun 2008 (W23),Houston Dynamo (13),0-2,?,New England Revolution (13),,
Regular,?,East,West,(Sat) 14 Jun 2008 (W23),Toronto FC (12),3-1,?,Colorado Rapids (12),,
Regular,?,East,East,(Sat) 14 Jun 2008 (W23),D.C. United (13),4-1,?,New York Red Bulls (11),,
Regular,?,East,East,(Sat) 14 Jun 2008 (W23),Sporting Kansas City (11),0-3,?,Columbus Crew SC (12),,
Regular,?,West,West,(Sun) 15 Jun 2008 (W23),San Jose Earthquakes (11),0-3,?,LA Galaxy (12),,
Regular,?,West,West,(Sun) 15 Jun 2008 (W23),CD Chivas USA (12),0-1,?,Real Salt Lake (12),,
Regular,?,West,East,(Sun) 15 Jun 2008 (W23),FC Dallas (13),1-0,?,Chicago Fire (11),,
Regular,?,East,East,(Wed) 18 Jun 2008 (W24),New England Revolution (14),1-1,?,New York Red Bulls (12),,
Regular,?,West,West,(Wed) 18 Jun 2008 (W24),Real Salt Lake (13),0-0,?,San Jose Earthquakes (12),,
Regular,?,West,East,(Fri) 20 Jun 2008 (W24),CD Chivas USA (13),2-0,?,Chicago Fire (12),,
Regular,?,East,East,(Sat) 21 Jun 2008 (W24),Toronto FC (13),0-0,?,Sporting Kansas City (12),,
Regular,?,East,West,(Sat) 21 Jun 2008 (W24),New York Red Bulls (13),1-0,?,FC Dallas (14),,
Regular,?,West,West,(Sat) 21 Jun 2008 (W24),Colorado Rapids (13),0-0,?,Houston Dynamo (14),,
Regular,?,West,East,(Sat) 21 Jun 2008 (W24),Real Salt Lake (14),2-1,?,New England Revolution (15),,
Regular,?,West,East,(Sun) 22 Jun 2008 (W24),LA Galaxy (13),3-3,?,Columbus Crew SC (13),,
Regular,?,East,West,(Sun) 22 Jun 2008 (W24),D.C. United (14),3-1,?,San Jose Earthquakes (13),,
Regular,?,West,West,(Thu) 26 Jun 2008 (W25),Houston Dynamo (15),1-1,?,FC Dallas (15),,
Regular,?,East,West,(Sat) 28 Jun 2008 (W25),Columbus Crew SC (14),2-1,?,Colorado Rapids (14),,
Regular,?,East,East,(Sat) 28 Jun 2008 (W25),New England Revolution (16),2-1,?,Toronto FC (14),,
Regular,?,East,West,(Sat) 28 Jun 2008 (W25),Sporting Kansas City (13),1-0,?,Real Salt Lake (15),,
Regular,?,East,West,(Sat) 28 Jun 2008 (W25),Chicago Fire (13),0-0,?,San Jose Earthquakes (14),,
Regular,?,West,East,(Sun) 29 Jun 2008 (W25),CD Chivas USA (14),1-1,?,New York Red Bulls (14),,
Regular,?,East,West,(Sun) 29 Jun 2008 (W25),D.C. United (15),4-1,?,LA Galaxy (14),,
Regular,?,West,West,(Fri) 4 Jul 2008 (W26),Real Salt Lake (16),0-0,?,Houston Dynamo (16),,
Regular,?,West,East,(Fri) 4 Jul 2008 (W26),FC Dallas (16),1-1,?,Sporting Kansas City (14),,
Regular,?,West,East,(Fri) 4 Jul 2008 (W26),Colorado Rapids (15),4-0,?,New York Red Bulls (15),,
Regular,?,West,East,(Sat) 5 Jul 2008 (W26),LA Galaxy (15),1-2,?,New England Revolution (17),,
Regular,?,East,East,(Sat) 5 Jul 2008 (W26),Columbus Crew SC (15),2-2,?,Chicago Fire (14),,
Regular,?,West,West,(Sun) 6 Jul 2008 (W26),CD Chivas USA (15),1-0,?,San Jose Earthquakes (15),,
Regular,?,East,East,(Thu) 10 Jul 2008 (W27),Sporting Kansas City (15),2-1,?,New York Red Bulls (16),,
Regular,?,West,West,(Fri) 11 Jul 2008 (W27),LA Galaxy (16),1-1,?,CD Chivas USA (16),,
Regular,?,West,West,(Sat) 12 Jul 2008 (W27),San Jose Earthquakes (16),1-1,?,Colorado Rapids (16),,
Regular,?,East,East,(Sat) 12 Jul 2008 (W27),Chicago Fire (15),2-1,?,Toronto FC (15),,
Regular,?,West,East,(Sat) 12 Jul 2008 (W27),Real Salt Lake (17),2-0,?,Columbus Crew SC (16),,
Regular,?,East,East,(Thu) 17 Jul 2008 (W28),Columbus Crew SC (17),3-3,?,Sporting Kansas City (16),,
Regular,?,East,West,(Sat) 19 Jul 2008 (W28),Toronto FC (16),0-0,?,San Jose Earthquakes (17),,
Regular,?,East,West,(Sat) 19 Jul 2008 (W28),New York Red Bulls (17),2-2,?,LA Galaxy (17),,
Regular,?,West,West,(Sat) 19 Jul 2008 (W28),FC Dallas (17),2-2,?,Colorado Rapids (17),,
Regular,?,East,West,(Sat) 19 Jul 2008 (W28),Chicago Fire (16),0-0,?,Real Salt Lake (18),,
Regular,?,East,West,(Wed) 23 Jul 2008 (W29),D.C. United (16),0-2,?,Houston Dynamo (17),,
Regular,?,West,East,(Sun) 27 Jul 2008 (W29),San Jose Earthquakes (18),1-1,?,New York Red Bulls (18),,
Regular,?,West,West,(Sun) 27 Jul 2008 (W29),FC Dallas (18),4-0,?,LA Galaxy (18),,
Regular,?,East,East,(Sun) 27 Jul 2008 (W29),Sporting Kansas City (17),0-0,?,Chicago Fire (17),,
Regular,?,West,East,(Sun) 27 Jul 2008 (W29),Colorado Rapids (18),0-2,?,Columbus Crew SC (18),,
Regular,?,West,East,(Mon) 28 Jul 2008 (W30),Real Salt Lake (19),2-1,?,Toronto FC (17),,
Regular,?,East,East,(Sat) 2 Aug 2008 (W30),D.C. United (17),2-0,?,Sporting Kansas City (18),,
Regular,?,East,West,(Sat) 2 Aug 2008 (W30),Chicago Fire (18),1-0,?,CD Chivas USA (17),,
Regular,?,West,East,(Sat) 2 Aug 2008 (W30),Houston Dynamo (18),2-0,?,Columbus Crew SC (19),,
Regular,?,West,West,(Sun) 3 Aug 2008 (W30),San Jose Earthquakes (19),3-2,?,LA Galaxy (19),,
Regular,?,East,West,(Sun) 3 Aug 2008 (W30),Toronto FC (18),0-2,?,FC Dallas (19),,
Regular,?,West,East,(Sat) 9 Aug 2008 (W31),Colorado Rapids (19),0-1,?,Toronto FC (19),,
Regular,?,East,East,(Sat) 9 Aug 2008 (W31),New England Revolution (18),1-2,?,Chicago Fire (19),,
Regular,?,East,West,(Sat) 9 Aug 2008 (W31),Sporting Kansas City (19),3-2,?,CD Chivas USA (18),,
Regular,?,East,East,(Sun) 10 Aug 2008 (W31),New York Red Bulls (19),4-1,?,D.C. United (18),,
Regular,?,West,West,(Fri) 15 Aug 2008 (W32),CD Chivas USA (19),2-2,?,LA Galaxy (20),,
Regular,?,East,West,(Sat) 16 Aug 2008 (W32),Columbus Crew SC (20),2-1,?,FC Dallas (20),,
Regular,?,East,East,(Sat) 16 Aug 2008 (W32),Chicago Fire (20),0-1,?,D.C. United (19),,
Regular,?,West,West,(Sat) 16 Aug 2008 (W32),Houston Dynamo (19),4-3,?,Real Salt Lake (20),,
Regular,?,West,East,(Sat) 16 Aug 2008 (W32),Colorado Rapids (20),2-1,?,Sporting Kansas City (20),,
Regular,?,West,East,(Sun) 17 Aug 2008 (W32),San Jose Earthquakes (20),4-0,?,New England Revolution (19),,
Regular,?,East,East,(Sun) 17 Aug 2008 (W32),New York Red Bulls (20),2-0,?,Toronto FC (20),,
Regular,?,East,East,(Wed) 20 Aug 2008 (W33),New England Revolution (20),2-1,?,D.C. United (20),,
Regular,?,West,West,(Wed) 20 Aug 2008 (W33),Houston Dynamo (20),4-0,?,CD Chivas USA (20),,
Regular,?,West,East,(Fri) 22 Aug 2008 (W33),LA Galaxy (21),0-1,?,Chicago Fire (21),,
Regular,?,East,West,(Sat) 23 Aug 2008 (W33),D.C. United (21),3-0,?,Colorado Rapids (21),,
Regular,?,East,East,(Sat) 23 Aug 2008 (W33),Toronto FC (21),1-1,?,New England Revolution (21),,
Regular,?,East,West,(Sat) 23 Aug 2008 (W33),Columbus Crew SC (21),3-0,?,Real Salt Lake (21),,
Regular,?,East,West,(Sat) 23 Aug 2008 (W33),Sporting Kansas City (21),1-1,?,FC Dallas (21),,
Regular,?,West,West,(Sun) 24 Aug 2008 (W33),CD Chivas USA (21),0-0,?,San Jose Earthquakes (21),,
Regular,?,East,West,(Sun) 24 Aug 2008 (W33),New York Red Bulls (21),3-0,?,Houston Dynamo (21),,
Regular,?,West,West,(Fri) 29 Aug 2008 (W34),Real Salt Lake (22),2-0,?,Colorado Rapids (22),,
Regular,?,East,West,(Sat) 30 Aug 2008 (W34),New England Revolution (22),2-2,?,LA Galaxy (22),,
Regular,?,East,East,(Sat) 30 Aug 2008 (W34),D.C. United (22),0-0,?,New York Red Bulls (22),,
Regular,?,West,East,(Sat) 30 Aug 2008 (W34),FC Dallas (22),1-2,?,Columbus Crew SC (22),,
Regular,?,West,East,(Sun) 31 Aug 2008 (W34),San Jose Earthquakes (22),2-1,?,Sporting Kansas City (22),,
Regular,?,West,East,(Sun) 31 Aug 2008 (W34),CD Chivas USA (22),2-1,?,Toronto FC (22),,
Regular,?,West,East,(Sun) 31 Aug 2008 (W34),Houston Dynamo (22),2-1,?,Chicago Fire (22),,
Regular,?,West,West,(Thu) 4 Sep 2008 (W35),FC Dallas (23),0-1,?,Colorado Rapids (23),,
Regular,?,East,West,(Sat) 6 Sep 2008 (W35),Toronto FC (23),1-3,?,CD Chivas USA (23),,
Regular,?,East,East,(Sat) 6 Sep 2008 (W35),Columbus Crew SC (23),4-0,?,New England Revolution (23),,
Regular,?,East,East,(Sat) 6 Sep 2008 (W35),Chicago Fire (23),1-0,?,New York Red Bulls (23),,
Regular,?,West,East,(Sun) 7 Sep 2008 (W35),San Jose Earthquakes (23),2-1,?,D.C. United (23),,
Regular,?,West,West,(Sun) 7 Sep 2008 (W35),LA Galaxy (23),2-2,?,Real Salt Lake (23),,
Regular,?,West,East,(Sun) 7 Sep 2008 (W35),Houston Dynamo (23),3-1,?,Sporting Kansas City (23),,
Regular,?,East,West,(Thu) 11 Sep 2008 (W36),New England Revolution (24),4-0,?,CD Chivas USA (24),,
Regular,?,East,East,(Sat) 13 Sep 2008 (W36),Toronto FC (24),1-1,?,Columbus Crew SC (24),,
Regular,?,East,West,(Sat) 13 Sep 2008 (W36),Sporting Kansas City (24),2-0,?,LA Galaxy (24),,
Regular,?,East,West,(Sat) 13 Sep 2008 (W36),D.C. United (24),2-2,?,FC Dallas (24),,
Regular,?,East,West,(Sat) 13 Sep 2008 (W36),New York Red Bulls (24),2-1,?,Real Salt Lake (24),,
Regular,?,West,West,(Sun) 14 Sep 2008 (W36),San Jose Earthquakes (24),1-1,?,Houston Dynamo (24),,
Regular,?,West,East,(Sun) 14 Sep 2008 (W36),Colorado Rapids (24),2-0,?,Chicago Fire (24),,
Regular,?,East,East,(Thu) 18 Sep 2008 (W37),Columbus Crew SC (25),3-1,?,New York Red Bulls (25),,
Regular,?,East,East,(Sat) 20 Sep 2008 (W37),Sporting Kansas City (25),2-0,?,Toronto FC (25),,
Regular,?,West,West,(Sat) 20 Sep 2008 (W37),Real Salt Lake (25),0-1,?,CD Chivas USA (25),,
Regular,?,West,East,(Sat) 20 Sep 2008 (W37),Colorado Rapids (25),1-1,?,New England Revolution (25),,
Regular,?,West,East,(Sun) 21 Sep 2008 (W37),LA Galaxy (25),5-2,?,D.C. United (25),,
Regular,?,East,West,(Sun) 21 Sep 2008 (W37),Chicago Fire (25),1-4,?,FC Dallas (25),,
Regular,?,East,West,(Thu) 25 Sep 2008 (W38),Chicago Fire (26),3-1,?,LA Galaxy (26),,
Regular,?,East,West,(Sat) 27 Sep 2008 (W38),Toronto FC (26),1-1,?,Houston Dynamo (25),,
Regular,?,East,East,(Sat) 27 Sep 2008 (W38),New England Revolution (26),0-1,?,Columbus Crew SC (26),,
Regular,?,East,West,(Sat) 27 Sep 2008 (W38),New York Red Bulls (26),4-5,?,Colorado Rapids (26),,
Regular,?,West,West,(Sun) 28 Sep 2008 (W38),San Jose Earthquakes (25),2-3,?,Real Salt Lake (26),,
Regular,?,West,East,(Sun) 28 Sep 2008 (W38),CD Chivas USA (26),2-1,?,Sporting Kansas City (26),,
Regular,?,West,East,(Sun) 28 Sep 2008 (W38),FC Dallas (26),3-0,?,D.C. United (26),,
Regular,?,West,West,(Thu) 2 Oct 2008 (W39),FC Dallas (27),1-1,?,San Jose Earthquakes (26),,
Regular,?,East,West,(Sat) 4 Oct 2008 (W39),D.C. United (27),0-3,?,CD Chivas USA (27),,
Regular,?,East,West,(Sat) 4 Oct 2008 (W39),Columbus Crew SC (27),1-0,?,LA Galaxy (27),,
Regular,?,East,West,(Sat) 4 Oct 2008 (W39),New England Revolution (27),2-2,?,Real Salt Lake (27),,
Regular,?,East,East,(Sat) 4 Oct 2008 (W39),New York Red Bulls (27),1-3,?,Toronto FC (27),,
Regular,?,West,West,(Sat) 4 Oct 2008 (W39),Colorado Rapids (27),1-3,?,Houston Dynamo (26),,
Regular,?,East,East,(Sun) 5 Oct 2008 (W39),Sporting Kansas City (27),1-1,?,Chicago Fire (27),,
Regular,?,West,East,(Fri) 10 Oct 2008 (W40),Real Salt Lake (28),1-1,?,New York Red Bulls (28),,
Regular,?,East,East,(Sat) 11 Oct 2008 (W40),Sporting Kansas City (28),1-0,?,New England Revolution (28),,
Regular,?,West,East,(Sat) 11 Oct 2008 (W40),FC Dallas (28),2-2,?,Toronto FC (28),,
Regular,?,West,West,(Sun) 12 Oct 2008 (W40),San Jose Earthquakes (27),0-1,?,CD Chivas USA (28),,
Regular,?,East,East,(Sun) 12 Oct 2008 (W40),Chicago Fire (28),2-2,?,Columbus Crew SC (28),,
Regular,?,West,East,(Sun) 12 Oct 2008 (W40),Houston Dynamo (27),0-0,?,D.C. United (28),,
Regular,?,West,West,(Sun) 12 Oct 2008 (W40),LA Galaxy (28),3-2,?,Colorado Rapids (28),,
Regular,?,West,West,(Wed) 15 Oct 2008 (W41),Houston Dynamo (28),2-1,?,San Jose Earthquakes (28),,
Regular,?,East,East,(Thu) 16 Oct 2008 (W41),D.C. United (29),2-1,?,New England Revolution (29),,
Regular,?,East,East,(Sat) 18 Oct 2008 (W41),Toronto FC (29),3-2,?,Chicago Fire (29),,
Regular,?,East,East,(Sat) 18 Oct 2008 (W41),New York Red Bulls (29),3-1,?,Columbus Crew SC (29),,
Regular,?,East,West,(Sat) 18 Oct 2008 (W41),Sporting Kansas City (29),3-2,?,San Jose Earthquakes (29),,
Regular,?,West,West,(Sat) 18 Oct 2008 (W41),Houston Dynamo (29),3-0,?,LA Galaxy (29),,
Regular,?,West,West,(Sat) 18 Oct 2008 (W41),Real Salt Lake (29),3-1,?,FC Dallas (29),,
Regular,?,West,West,(Sun) 19 Oct 2008 (W41),CD Chivas USA (29),1-2,?,Colorado Rapids (29),,
Regular,?,East,East,(Thu) 23 Oct 2008 (W42),Chicago Fire (30),5-2,?,New York Red Bulls (30),,
Regular,?,East,East,(Sat) 25 Oct 2008 (W42),New England Revolution (30),1-3,?,Sporting Kansas City (30),,
Regular,?,West,West,(Sat) 25 Oct 2008 (W42),Colorado Rapids (30),1-1,?,Real Salt Lake (30),,
Regular,?,West,East,(Sun) 26 Oct 2008 (W42),San Jose Earthquakes (30),2-0,?,Toronto FC (30),,
Regular,?,West,West,(Sun) 26 Oct 2008 (W42),CD Chivas USA (30),1-1,?,Houston Dynamo (30),,
Regular,?,West,West,(Sun) 26 Oct 2008 (W42),LA Galaxy (30),2-2,?,FC Dallas (30),,
Regular,?,East,East,(Sun) 26 Oct 2008 (W42),Columbus Crew SC (30),1-0,?,D.C. United (30),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Thu) 30 Oct 2008 (W43),New England Revolution (31),0-0,?,Chicago Fire (31),,
Playoff,Conf. Semifinals | Leg 1,East,West,(Sat) 1 Nov 2008 (W43),New York Red Bulls (31),1-1,?,Houston Dynamo (31),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Sat) 1 Nov 2008 (W43),Real Salt Lake (31),1-0,?,CD Chivas USA (31),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Sat) 1 Nov 2008 (W43),Sporting Kansas City (31),1-1,?,Columbus Crew SC (31),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Thu) 6 Nov 2008 (W44),Chicago Fire (32),3-0,?,New England Revolution (32),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Sat) 8 Nov 2008 (W44),Columbus Crew SC (32),2-0,?,Sporting Kansas City (32),,
Playoff,Conf. Semifinals | Leg 2,West,West,(Sun) 9 Nov 2008 (W44),CD Chivas USA (32),2-2,?,Real Salt Lake (32),,
Playoff,Conf. Semifinals | Leg 2,West,East,(Sun) 9 Nov 2008 (W44),Houston Dynamo (32),0-3,?,New York Red Bulls (32),,
Playoff,Conf. Finals,East,East,(Thu) 13 Nov 2008 (W45),Columbus Crew SC (33),2-1,?,Chicago Fire (33),,
Playoff,Conf. Finals,West,East,(Sat) 15 Nov 2008 (W45),Real Salt Lake (33),0-1,?,New York Red Bulls (33),,
Playoff,Final,East,East,(Sun) 23 Nov 2008 (W46),New York Red Bulls (34),1-3,?,Columbus Crew SC (34),,
