Stage,Round,Conf 1,Conf 2,Date,Team 1,FT,HT,Team 2,ET,P
Regular,?,West,East,(Sat) 10 Aug 2002 (W31),Colorado Rapids (22),2-1,?,Columbus Crew SC (22),,
Regular,?,East,West,(Sat) 10 Aug 2002 (W31),D.C. United (21),0-0,?,Sporting Kansas City (22),,
Regular,?,West,East,(Sat) 10 Aug 2002 (W31),LA Galaxy (20),2-1,?,New England Revolution (21),,
Regular,?,West,East,(Sat) 10 Aug 2002 (W31),FC Dallas (21),3-1,?,Chicago Fire (21),,
Regular,?,East,West,(Wed) 14 Aug 2002 (W32),Chicago Fire (22),5-1,?,Sporting Kansas City (23),,
Regular,?,East,West,(Wed) 14 Aug 2002 (W32),Columbus Crew SC (23),3-2,?,LA Galaxy (21),,
Regular,?,West,West,(Sat) 17 Aug 2002 (W32),LA Galaxy (22),4-0,?,Colorado Rapids (23),,
Regular,?,East,West,(Sat) 17 Aug 2002 (W32),New York Red Bulls (22),1-3,?,FC Dallas (22),,
Regular,?,West,East,(Sat) 17 Aug 2002 (W32),San Jose Earthquakes (22),2-2,?,D.C. United (22),,
Regular,?,East,East,(Sun) 18 Aug 2002 (W32),New England Revolution (22),0-2,?,Chicago Fire (23),,
Regular,?,West,East,(Sun) 18 Aug 2002 (W32),Sporting Kansas City (24),0-4,?,Columbus Crew SC (24),,
Regular,?,West,West,(Wed) 21 Aug 2002 (W33),San Jose Earthquakes (23),3-1,?,FC Dallas (23),,
Regular,?,West,West,(Wed) 21 Aug 2002 (W33),LA Galaxy (23),2-1,?,Sporting Kansas City (25),,
Regular,?,East,East,(Sat) 24 Aug 2002 (W33),Chicago Fire (24),1-2,?,New England Revolution (23),,
Regular,?,West,West,(Sat) 24 Aug 2002 (W33),FC Dallas (24),1-0,?,LA Galaxy (24),,
Regular,?,West,West,(Sat) 24 Aug 2002 (W33),Colorado Rapids (24),3-0,?,San Jose Earthquakes (24),,
Regular,?,East,East,(Sun) 25 Aug 2002 (W33),New York Red Bulls (23),1-0,?,D.C. United (23),,
Regular,?,East,West,(Wed) 28 Aug 2002 (W34),New England Revolution (24),3-1,?,Colorado Rapids (25),,
Regular,?,East,East,(Sat) 31 Aug 2002 (W34),Columbus Crew SC (25),0-0,?,New England Revolution (25),,
Regular,?,East,West,(Sat) 31 Aug 2002 (W34),D.C. United (24),4-2,?,San Jose Earthquakes (25),,
Regular,?,West,East,(Sat) 31 Aug 2002 (W34),LA Galaxy (25),3-0,?,New York Red Bulls (24),,
Regular,?,West,East,(Sat) 31 Aug 2002 (W34),Sporting Kansas City (26),2-1,?,Chicago Fire (25),,
Regular,?,West,West,(Sun) 1 Sep 2002 (W34),Colorado Rapids (26),3-2,?,FC Dallas (25),,
Regular,?,West,East,(Thu) 5 Sep 2002 (W35),FC Dallas (26),1-3,?,New York Red Bulls (25),,
Regular,?,East,West,(Sat) 7 Sep 2002 (W35),Chicago Fire (26),1-2,?,LA Galaxy (26),,
Regular,?,West,East,(Sat) 7 Sep 2002 (W35),San Jose Earthquakes (26),4-3,?,Columbus Crew SC (26),,
Regular,?,East,East,(Sat) 7 Sep 2002 (W35),New England Revolution (26),3-0,?,D.C. United (25),,
Regular,?,East,East,(Thu) 12 Sep 2002 (W36),New York Red Bulls (26),0-1,?,D.C. United (26),,
Regular,?,East,East,(Sat) 14 Sep 2002 (W36),Columbus Crew SC (27),2-0,?,Chicago Fire (27),,
Regular,?,East,East,(Sat) 14 Sep 2002 (W36),D.C. United (27),2-1,?,New York Red Bulls (27),,
Regular,?,West,East,(Sat) 14 Sep 2002 (W36),FC Dallas (27),1-2,?,New England Revolution (27),,
Regular,?,West,West,(Sat) 14 Sep 2002 (W36),LA Galaxy (27),1-0,?,San Jose Earthquakes (27),,
Regular,?,West,West,(Sat) 14 Sep 2002 (W36),Sporting Kansas City (27),1-2,?,Colorado Rapids (27),,
Regular,?,East,West,(Thu) 19 Sep 2002 (W37),D.C. United (28),3-4,?,FC Dallas (28),,
Regular,?,West,West,(Fri) 20 Sep 2002 (W37),Colorado Rapids (28),1-1,?,Sporting Kansas City (28),,
Regular,?,West,West,(Sat) 21 Sep 2002 (W37),San Jose Earthquakes (28),0-1,?,LA Galaxy (28),,
Regular,?,East,East,(Sat) 21 Sep 2002 (W37),New England Revolution (28),3-0,?,New York Red Bulls (28),,
Regular,?,East,East,(Sun) 22 Sep 2002 (W37),Chicago Fire (28),2-1,?,Columbus Crew SC (28),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Wed) 25 Sep 2002 (W38),FC Dallas (29),4-2,?,Colorado Rapids (29),,
Playoff,Conf. Semifinals | Leg 1,West,East,(Wed) 25 Sep 2002 (W38),San Jose Earthquakes (29),1-2,?,Columbus Crew SC (29),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Wed) 25 Sep 2002 (W38),LA Galaxy (29),2-2 (*),?,Sporting Kansas City (29),3-2 (a.e.t.),
Playoff,Conf. Semifinals | Leg 1,East,East,(Thu) 26 Sep 2002 (W38),New England Revolution (29),2-0,?,Chicago Fire (29),,
Playoff,Conf. Semifinals | Leg 2,West,West,(Sat) 28 Sep 2002 (W38),Colorado Rapids (30),1-0,?,FC Dallas (30),,
Playoff,Conf. Semifinals | Leg 2,East,West,(Sat) 28 Sep 2002 (W38),Columbus Crew SC (30),2-1,?,San Jose Earthquakes (30),,
Playoff,Conf. Semifinals | Leg 2,West,West,(Sat) 28 Sep 2002 (W38),Sporting Kansas City (30),4-1,?,LA Galaxy (30),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Sun) 29 Sep 2002 (W38),Chicago Fire (30),2-1,?,New England Revolution (30),,
Playoff,Conf. Semifinals | Leg 3,West,West,(Wed) 2 Oct 2002 (W39),FC Dallas (31),1-1 (*),?,Colorado Rapids (31),1-2 (a.e.t.),
Playoff,Conf. Semifinals | Leg 3,West,West,(Wed) 2 Oct 2002 (W39),LA Galaxy (31),5-2,?,Sporting Kansas City (31),,
Playoff,Conf. Semifinals | Leg 3,East,East,(Wed) 2 Oct 2002 (W39),New England Revolution (31),2-0,?,Chicago Fire (31),,
Playoff,Conf. Finals | Leg 1,West,West,(Sat) 5 Oct 2002 (W39),LA Galaxy (32),4-0,?,Colorado Rapids (32),,
Playoff,Conf. Finals | Leg 1,East,East,(Sun) 6 Oct 2002 (W39),New England Revolution (32),0-0,?,Columbus Crew SC (31),,
Playoff,Conf. Finals | Leg 2,West,West,(Wed) 9 Oct 2002 (W40),Colorado Rapids (33),0-1,?,LA Galaxy (33),,
Playoff,Conf. Finals | Leg 2,East,East,(Wed) 9 Oct 2002 (W40),Columbus Crew SC (32),0-1,?,New England Revolution (33),,
Playoff,Conf. Finals | Leg 3,East,East,(Sat) 12 Oct 2002 (W40),New England Revolution (34),2-2,?,Columbus Crew SC (33),,
Playoff,Final,East,West,(Sun) 20 Oct 2002 (W41),New England Revolution (35),0-0 (*),?,LA Galaxy (34),0-1 (a.e.t.),
