Stage,Round,Conf 1,Conf 2,Date,Team 1,FT,HT,Team 2,ET,P
Regular,?,East,West,(Fri) 11 Jun 1999 (W23),New York Red Bulls (12),0-1,?,Colorado Rapids (11),,
Regular,?,West,West,(Fri) 11 Jun 1999 (W23),Sporting Kansas City (12),1-0,?,FC Dallas (13),,
Regular,?,East,East,(Sat) 12 Jun 1999 (W23),Columbus Crew SC (12),1-2,?,D.C. United (13),,
Regular,?,East,East,(Sat) 12 Jun 1999 (W23),New England Revolution (12),4-3,?,Miami Fusion (15),,
Regular,?,East,East,(Tue) 15 Jun 1999 (W24),Columbus Crew SC (13),2-1,?,New England Revolution (13),,
Regular,?,West,East,(Tue) 15 Jun 1999 (W24),FC Dallas (14),3-0,?,D.C. United (14),,
Regular,?,West,West,(Fri) 18 Jun 1999 (W24),Chicago Fire (13),2-0,?,San Jose Earthquakes (14),,
Regular,?,West,West,(Fri) 18 Jun 1999 (W24),Colorado Rapids (12),2-1,?,FC Dallas (15),,
Regular,?,East,West,(Fri) 18 Jun 1999 (W24),D.C. United (15),1-2,?,LA Galaxy (14),,
Regular,?,East,East,(Fri) 18 Jun 1999 (W24),Tampa Bay Mutiny (13),2-3,?,New England Revolution (14),,
Regular,?,West,East,(Sat) 19 Jun 1999 (W24),Sporting Kansas City (13),6-0,?,New York Red Bulls (13),,
Regular,?,West,West,(Fri) 25 Jun 1999 (W25),Colorado Rapids (13),2-0,?,Chicago Fire (14),,
Regular,?,East,East,(Fri) 25 Jun 1999 (W25),Columbus Crew SC (14),2-1,?,New York Red Bulls (14),,
Regular,?,East,West,(Fri) 25 Jun 1999 (W25),D.C. United (16),3-0,?,Sporting Kansas City (14),,
Regular,?,West,East,(Fri) 25 Jun 1999 (W25),FC Dallas (16),2-0,?,New England Revolution (15),,
Regular,?,East,West,(Fri) 25 Jun 1999 (W25),Miami Fusion (16),1-2,?,San Jose Earthquakes (15),,
Regular,?,East,West,(Sat) 26 Jun 1999 (W25),Tampa Bay Mutiny (14),2-4,?,LA Galaxy (15),,
Regular,?,East,West,(Tue) 29 Jun 1999 (W26),Columbus Crew SC (15),4-3,?,San Jose Earthquakes (16),,
Regular,?,East,East,(Tue) 29 Jun 1999 (W26),New York Red Bulls (15),2-1,?,Tampa Bay Mutiny (15),,
Regular,?,West,West,(Thu) 1 Jul 1999 (W26),Chicago Fire (15),2-1,?,FC Dallas (17),,
Regular,?,East,West,(Fri) 2 Jul 1999 (W26),Tampa Bay Mutiny (16),1-2,?,Sporting Kansas City (15),,
Regular,?,West,East,(Sat) 3 Jul 1999 (W26),Colorado Rapids (14),0-3,?,Columbus Crew SC (16),,
Regular,?,West,West,(Sat) 3 Jul 1999 (W26),FC Dallas (18),1-2,?,Chicago Fire (16),,
Regular,?,West,East,(Sat) 3 Jul 1999 (W26),San Jose Earthquakes (17),2-1,?,D.C. United (17),,
Regular,?,West,East,(Sat) 3 Jul 1999 (W26),LA Galaxy (16),1-2,?,Miami Fusion (17),,
Regular,?,East,East,(Sat) 3 Jul 1999 (W26),New England Revolution (16),3-2,?,New York Red Bulls (16),,
Regular,?,East,East,(Tue) 6 Jul 1999 (W27),Columbus Crew SC (17),1-2,?,D.C. United (18),,
Regular,?,West,West,(Tue) 6 Jul 1999 (W27),Sporting Kansas City (16),1-2,?,Colorado Rapids (15),,
Regular,?,East,West,(Wed) 7 Jul 1999 (W27),Tampa Bay Mutiny (17),2-1,?,San Jose Earthquakes (18),,
Regular,?,West,East,(Fri) 9 Jul 1999 (W27),Chicago Fire (17),2-0,?,New York Red Bulls (17),,
Regular,?,East,West,(Fri) 9 Jul 1999 (W27),D.C. United (19),1-2,?,Colorado Rapids (16),,
Regular,?,West,West,(Fri) 9 Jul 1999 (W27),FC Dallas (19),5-0,?,Sporting Kansas City (17),,
Regular,?,East,East,(Fri) 9 Jul 1999 (W27),Miami Fusion (18),2-0,?,Columbus Crew SC (18),,
Regular,?,East,West,(Sat) 10 Jul 1999 (W27),New England Revolution (17),2-5,?,LA Galaxy (17),,
Regular,?,West,East,(Wed) 21 Jul 1999 (W29),Sporting Kansas City (18),4-3,?,Tampa Bay Mutiny (18),,
Regular,?,West,West,(Thu) 22 Jul 1999 (W29),Chicago Fire (18),2-3,?,San Jose Earthquakes (19),,
Regular,?,East,West,(Fri) 23 Jul 1999 (W29),Columbus Crew SC (19),4-1,?,FC Dallas (20),,
Regular,?,East,East,(Fri) 23 Jul 1999 (W29),New York Red Bulls (18),0-1,?,Miami Fusion (19),,
Regular,?,West,East,(Sat) 24 Jul 1999 (W29),Colorado Rapids (17),2-3,?,Tampa Bay Mutiny (19),,
Regular,?,West,West,(Sat) 24 Jul 1999 (W29),LA Galaxy (18),2-1,?,Sporting Kansas City (19),,
Regular,?,East,East,(Sat) 24 Jul 1999 (W29),New England Revolution (18),0-2,?,D.C. United (20),,
Regular,?,West,West,(Tue) 27 Jul 1999 (W30),Colorado Rapids (18),1-0,?,LA Galaxy (19),,
Regular,?,East,East,(Wed) 28 Jul 1999 (W30),Miami Fusion (20),3-2,?,Tampa Bay Mutiny (20),,
Regular,?,West,West,(Fri) 30 Jul 1999 (W30),Chicago Fire (19),0-1,?,LA Galaxy (20),,
Regular,?,West,West,(Fri) 30 Jul 1999 (W30),FC Dallas (21),0-2,?,Colorado Rapids (19),,
Regular,?,East,East,(Fri) 30 Jul 1999 (W30),Tampa Bay Mutiny (21),4-1,?,New England Revolution (19),,
Regular,?,West,West,(Fri) 30 Jul 1999 (W30),Sporting Kansas City (20),3-2,?,San Jose Earthquakes (20),,
Regular,?,East,East,(Sat) 31 Jul 1999 (W30),Columbus Crew SC (20),4-0,?,Miami Fusion (21),,
Regular,?,West,East,(Tue) 3 Aug 1999 (W31),FC Dallas (22),2-0,?,New York Red Bulls (19),,
Regular,?,West,West,(Wed) 4 Aug 1999 (W31),Sporting Kansas City (21),1-2,?,Chicago Fire (20),,
Regular,?,West,East,(Thu) 5 Aug 1999 (W31),Colorado Rapids (20),1-0,?,New England Revolution (20),,
Regular,?,West,West,(Fri) 6 Aug 1999 (W31),San Jose Earthquakes (21),1-4,?,LA Galaxy (21),,
Regular,?,East,East,(Fri) 6 Aug 1999 (W31),Miami Fusion (22),2-0,?,New York Red Bulls (20),,
Regular,?,West,West,(Sat) 7 Aug 1999 (W31),Chicago Fire (21),5-0,?,Colorado Rapids (21),,
Regular,?,East,West,(Sat) 7 Aug 1999 (W31),Columbus Crew SC (21),2-1,?,Sporting Kansas City (22),,
Regular,?,East,East,(Sat) 7 Aug 1999 (W31),D.C. United (21),3-2,?,Tampa Bay Mutiny (22),,
Regular,?,East,East,(Tue) 10 Aug 1999 (W32),New York Red Bulls (21),1-4,?,D.C. United (22),,
Regular,?,East,West,(Wed) 11 Aug 1999 (W32),New England Revolution (21),1-2,?,San Jose Earthquakes (22),,
Regular,?,East,West,(Thu) 12 Aug 1999 (W32),Tampa Bay Mutiny (23),0-1,?,Colorado Rapids (22),,
Regular,?,East,East,(Fri) 13 Aug 1999 (W32),D.C. United (23),2-1,?,Columbus Crew SC (22),,
Regular,?,West,West,(Fri) 13 Aug 1999 (W32),LA Galaxy (22),2-0,?,FC Dallas (23),,
Regular,?,East,West,(Fri) 13 Aug 1999 (W32),New York Red Bulls (22),1-2,?,Sporting Kansas City (23),,
Regular,?,West,East,(Sat) 14 Aug 1999 (W32),Chicago Fire (22),1-2,?,Miami Fusion (23),,
Regular,?,West,West,(Tue) 17 Aug 1999 (W33),Colorado Rapids (23),0-3,?,FC Dallas (24),,
Regular,?,East,East,(Tue) 17 Aug 1999 (W33),New England Revolution (22),0-1,?,Tampa Bay Mutiny (24),,
Regular,?,East,East,(Tue) 17 Aug 1999 (W33),New York Red Bulls (23),2-4,?,Columbus Crew SC (23),,
Regular,?,West,East,(Fri) 20 Aug 1999 (W33),San Jose Earthquakes (23),2-1,?,New England Revolution (23),,
Regular,?,West,East,(Fri) 20 Aug 1999 (W33),LA Galaxy (23),4-1,?,New York Red Bulls (24),,
Regular,?,East,East,(Fri) 20 Aug 1999 (W33),Miami Fusion (24),2-3,?,D.C. United (24),,
Regular,?,East,East,(Sat) 21 Aug 1999 (W33),Columbus Crew SC (24),1-2,?,Tampa Bay Mutiny (25),,
Regular,?,West,West,(Sat) 21 Aug 1999 (W33),FC Dallas (25),4-3,?,Chicago Fire (23),,
Regular,?,West,West,(Tue) 24 Aug 1999 (W34),Chicago Fire (24),2-0,?,Sporting Kansas City (24),,
Regular,?,East,East,(Tue) 24 Aug 1999 (W34),D.C. United (25),3-1,?,Miami Fusion (25),,
Regular,?,East,East,(Tue) 24 Aug 1999 (W34),New York Red Bulls (25),1-2,?,New England Revolution (24),,
Regular,?,East,East,(Thu) 26 Aug 1999 (W34),Tampa Bay Mutiny (26),2-1,?,Columbus Crew SC (25),,
Regular,?,West,East,(Fri) 27 Aug 1999 (W34),Chicago Fire (25),2-1,?,New England Revolution (25),,
Regular,?,West,East,(Fri) 27 Aug 1999 (W34),Colorado Rapids (24),0-1,?,D.C. United (26),,
Regular,?,West,West,(Fri) 27 Aug 1999 (W34),FC Dallas (26),1-0,?,LA Galaxy (24),,
Regular,?,West,East,(Fri) 27 Aug 1999 (W34),San Jose Earthquakes (24),2-1,?,New York Red Bulls (26),,
Regular,?,West,East,(Sat) 28 Aug 1999 (W34),Sporting Kansas City (25),2-0,?,Miami Fusion (26),,
Regular,?,West,West,(Tue) 31 Aug 1999 (W35),LA Galaxy (25),3-1,?,San Jose Earthquakes (25),,
Regular,?,East,West,(Fri) 3 Sep 1999 (W35),Columbus Crew SC (26),2-1,?,Colorado Rapids (25),,
Regular,?,East,West,(Fri) 3 Sep 1999 (W35),D.C. United (27),4-1,?,FC Dallas (27),,
Regular,?,West,West,(Fri) 3 Sep 1999 (W35),San Jose Earthquakes (26),2-0,?,Sporting Kansas City (26),,
Regular,?,East,West,(Fri) 3 Sep 1999 (W35),Miami Fusion (27),1-2,?,LA Galaxy (26),,
Regular,?,East,East,(Fri) 3 Sep 1999 (W35),New England Revolution (26),1-5,?,Tampa Bay Mutiny (27),,
Regular,?,East,West,(Fri) 3 Sep 1999 (W35),New York Red Bulls (27),1-2,?,Chicago Fire (26),,
Regular,?,East,West,(Tue) 7 Sep 1999 (W36),New England Revolution (27),3-2,?,Sporting Kansas City (27),,
Regular,?,West,West,(Fri) 10 Sep 1999 (W36),Colorado Rapids (26),1-0,?,Sporting Kansas City (28),,
Regular,?,West,West,(Fri) 10 Sep 1999 (W36),FC Dallas (28),1-0,?,San Jose Earthquakes (27),,
Regular,?,West,West,(Fri) 10 Sep 1999 (W36),LA Galaxy (27),1-0,?,Chicago Fire (27),,
Regular,?,East,East,(Fri) 10 Sep 1999 (W36),Miami Fusion (28),2-1,?,New England Revolution (28),,
Regular,?,East,East,(Fri) 10 Sep 1999 (W36),Tampa Bay Mutiny (28),1-2,?,D.C. United (28),,
Regular,?,East,East,(Sat) 11 Sep 1999 (W36),Columbus Crew SC (27),1-2,?,New York Red Bulls (28),,
Regular,?,West,West,(Fri) 17 Sep 1999 (W37),Colorado Rapids (27),1-0,?,LA Galaxy (28),,
Regular,?,East,East,(Fri) 17 Sep 1999 (W37),D.C. United (29),2-1,?,New York Red Bulls (29),,
Regular,?,East,East,(Fri) 17 Sep 1999 (W37),New England Revolution (29),0-1,?,Columbus Crew SC (28),,
Regular,?,West,West,(Fri) 17 Sep 1999 (W37),Sporting Kansas City (29),1-2,?,FC Dallas (29),,
Regular,?,West,East,(Sat) 18 Sep 1999 (W37),Chicago Fire (28),2-1,?,Tampa Bay Mutiny (29),,
Regular,?,West,East,(Sat) 18 Sep 1999 (W37),San Jose Earthquakes (28),6-1,?,Miami Fusion (29),,
Regular,?,East,West,(Tue) 21 Sep 1999 (W38),New York Red Bulls (30),1-2,?,San Jose Earthquakes (29),,
Regular,?,West,East,(Wed) 22 Sep 1999 (W38),Chicago Fire (29),1-2,?,Columbus Crew SC (29),,
Regular,?,East,West,(Thu) 23 Sep 1999 (W38),New England Revolution (30),0-1,?,FC Dallas (30),,
Regular,?,West,East,(Fri) 24 Sep 1999 (W38),LA Galaxy (29),0-2,?,D.C. United (30),,
Regular,?,East,East,(Fri) 24 Sep 1999 (W38),Tampa Bay Mutiny (30),1-2,?,New York Red Bulls (31),,
Regular,?,West,West,(Fri) 24 Sep 1999 (W38),Sporting Kansas City (30),0-1,?,Colorado Rapids (28),,
Regular,?,East,East,(Sat) 25 Sep 1999 (W38),Columbus Crew SC (30),2-1,?,Miami Fusion (30),,
Regular,?,West,West,(Sat) 25 Sep 1999 (W38),San Jose Earthquakes (30),2-0,?,Chicago Fire (30),,
Regular,?,West,West,(Tue) 28 Sep 1999 (W39),LA Galaxy (30),4-0,?,Colorado Rapids (29),,
Regular,?,West,West,(Thu) 30 Sep 1999 (W39),Colorado Rapids (30),1-0,?,San Jose Earthquakes (31),,
Regular,?,East,East,(Fri) 1 Oct 1999 (W39),New England Revolution (31),2-1,?,New York Red Bulls (32),,
Regular,?,West,West,(Sat) 2 Oct 1999 (W39),FC Dallas (31),4-3,?,LA Galaxy (31),,
Regular,?,East,East,(Sat) 2 Oct 1999 (W39),Miami Fusion (31),4-1,?,Columbus Crew SC (31),,
Regular,?,West,West,(Tue) 5 Oct 1999 (W40),Colorado Rapids (31),0-1,?,Chicago Fire (31),,
Regular,?,East,East,(Tue) 5 Oct 1999 (W40),D.C. United (31),2-4,?,Tampa Bay Mutiny (31),,
Regular,?,West,West,(Tue) 5 Oct 1999 (W40),San Jose Earthquakes (32),1-0,?,Sporting Kansas City (31),,
Regular,?,East,East,(Fri) 8 Oct 1999 (W40),D.C. United (32),1-2,?,New England Revolution (32),,
Regular,?,East,West,(Fri) 8 Oct 1999 (W40),Miami Fusion (32),2-0,?,Colorado Rapids (32),,
Regular,?,West,West,(Fri) 8 Oct 1999 (W40),Sporting Kansas City (32),0-1,?,LA Galaxy (32),,
Regular,?,East,West,(Sat) 9 Oct 1999 (W40),Columbus Crew SC (32),2-3,?,Chicago Fire (32),,
Regular,?,East,West,(Sat) 9 Oct 1999 (W40),Tampa Bay Mutiny (32),1-2,?,FC Dallas (32),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Fri) 15 Oct 1999 (W41),D.C. United (33),2-0,?,Miami Fusion (33),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Fri) 15 Oct 1999 (W41),FC Dallas (33),2-1,?,Chicago Fire (33),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Sat) 16 Oct 1999 (W41),Columbus Crew SC (33),2-0,?,Tampa Bay Mutiny (33),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Sat) 16 Oct 1999 (W41),LA Galaxy (33),3-0,?,Colorado Rapids (33),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Thu) 21 Oct 1999 (W42),Tampa Bay Mutiny (34),0-2,?,Columbus Crew SC (34),,
Playoff,Conf. Semifinals | Leg 2,West,West,(Fri) 22 Oct 1999 (W42),Chicago Fire (34),4-0,?,FC Dallas (34),,
Playoff,Conf. Semifinals | Leg 2,West,West,(Sat) 23 Oct 1999 (W42),Colorado Rapids (34),0-2,?,LA Galaxy (34),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Sat) 23 Oct 1999 (W42),Miami Fusion (34),0-0 (*),?,D.C. United (34),0-0 (a.e.t.),2-3 (pen.)
Playoff,Conf. Semifinals | Leg 3,West,West,(Tue) 26 Oct 1999 (W43),FC Dallas (35),3-2,?,Chicago Fire (35),,
Playoff,Conf. Finals | Leg 1,East,East,(Sat) 30 Oct 1999 (W43),D.C. United (35),2-1,?,Columbus Crew SC (35),,
Playoff,Conf. Finals | Leg 1,West,West,(Sat) 30 Oct 1999 (W43),LA Galaxy (35),2-1,?,FC Dallas (36),,
Playoff,Conf. Finals | Leg 2,East,East,(Sat) 6 Nov 1999 (W44),Columbus Crew SC (36),5-1,?,D.C. United (36),,
Playoff,Conf. Finals | Leg 2,West,West,(Sat) 6 Nov 1999 (W44),FC Dallas (37),2-2 (*),?,LA Galaxy (36),2-2 (a.e.t.),4-3 (pen.)
Playoff,Conf. Finals | Leg 3,West,West,(Wed) 10 Nov 1999 (W45),LA Galaxy (37),3-1,?,FC Dallas (38),,
Playoff,Conf. Finals | Leg 3,East,East,(Fri) 12 Nov 1999 (W45),D.C. United (37),4-0,?,Columbus Crew SC (37),,
Playoff,Final,East,West,(Sat) 20 Nov 1999 (W46),D.C. United (38),2-0,?,LA Galaxy (38),,
