Stage,Round,Conf 1,Conf 2,Date,Team 1,FT,HT,Team 2,ET,P
Regular,?,West,East,(Sat) 5 May 2007 (W18),Real Salt Lake (5),3-3,?,New York Red Bulls (5),,
Regular,?,West,West,(Sat) 5 May 2007 (W18),Colorado Rapids (5),1-3,?,Houston Dynamo (5),,
Regular,?,East,West,(Sun) 6 May 2007 (W18),D.C. United (5),2-1,?,CD Chivas USA (5),,
Regular,?,East,East,(Sun) 6 May 2007 (W18),New England Revolution (6),3-1,?,Chicago Fire (5),,
Regular,?,West,West,(Thu) 10 May 2007 (W19),Colorado Rapids (6),1-1,?,Real Salt Lake (6),,
Regular,?,East,East,(Sat) 12 May 2007 (W19),Toronto FC (5),3-1,?,Chicago Fire (6),,
Regular,?,East,West,(Sat) 12 May 2007 (W19),Columbus Crew SC (6),1-1,?,CD Chivas USA (6),,
Regular,?,East,West,(Sat) 12 May 2007 (W19),Sporting Kansas City (6),1-2,?,FC Dallas (7),,
Regular,?,West,East,(Sun) 13 May 2007 (W19),LA Galaxy (4),2-3,?,New England Revolution (7),,
Regular,?,East,West,(Sun) 13 May 2007 (W19),New York Red Bulls (6),0-1,?,Colorado Rapids (7),,
Regular,?,East,West,(Wed) 16 May 2007 (W20),Toronto FC (6),1-0,?,Houston Dynamo (6),,
Regular,?,East,West,(Thu) 17 May 2007 (W20),Chicago Fire (7),1-2,?,FC Dallas (8),,
Regular,?,East,East,(Sat) 19 May 2007 (W20),Toronto FC (7),1-2,?,D.C. United (6),,
Regular,?,East,East,(Sat) 19 May 2007 (W20),New York Red Bulls (7),4-0,?,Columbus Crew SC (7),,
Regular,?,West,East,(Sat) 19 May 2007 (W20),Houston Dynamo (7),0-1,?,New England Revolution (8),,
Regular,?,West,East,(Sat) 19 May 2007 (W20),Colorado Rapids (8),1-1,?,Sporting Kansas City (7),,
Regular,?,West,West,(Sun) 20 May 2007 (W20),CD Chivas USA (7),1-1,?,LA Galaxy (5),,
Regular,?,West,West,(Sun) 20 May 2007 (W20),FC Dallas (9),2-1,?,Real Salt Lake (7),,
Regular,?,East,East,(Thu) 24 May 2007 (W21),New York Red Bulls (8),3-0,?,Chicago Fire (8),,
Regular,?,East,East,(Sat) 26 May 2007 (W21),New England Revolution (9),3-4,?,Sporting Kansas City (8),,
Regular,?,East,West,(Sat) 26 May 2007 (W21),D.C. United (7),2-1,?,Houston Dynamo (8),,
Regular,?,East,East,(Sat) 26 May 2007 (W21),Columbus Crew SC (8),2-2,?,Toronto FC (8),,
Regular,?,West,West,(Sat) 26 May 2007 (W21),Colorado Rapids (9),1-0,?,LA Galaxy (6),,
Regular,?,West,West,(Sun) 27 May 2007 (W21),CD Chivas USA (8),2-0,?,FC Dallas (10),,
Regular,?,East,West,(Sun) 27 May 2007 (W21),Chicago Fire (9),0-0,?,Real Salt Lake (8),,
Regular,?,East,West,(Sat) 2 Jun 2007 (W22),Toronto FC (9),2-1,?,Colorado Rapids (10),,
Regular,?,East,West,(Sat) 2 Jun 2007 (W22),New England Revolution (10),0-0,?,Real Salt Lake (9),,
Regular,?,East,East,(Sat) 2 Jun 2007 (W22),Sporting Kansas City (9),3-2,?,New York Red Bulls (9),,
Regular,?,West,East,(Sun) 3 Jun 2007 (W22),LA Galaxy (7),0-0,?,D.C. United (8),,
Regular,?,West,West,(Sun) 3 Jun 2007 (W22),Houston Dynamo (9),2-1,?,FC Dallas (11),,
Regular,?,East,East,(Sun) 3 Jun 2007 (W22),Chicago Fire (10),3-2,?,Columbus Crew SC (9),,
Regular,?,East,East,(Wed) 6 Jun 2007 (W23),Toronto FC (10),1-2,?,New York Red Bulls (10),,
Regular,?,West,West,(Thu) 7 Jun 2007 (W23),Houston Dynamo (10),2-1,?,Colorado Rapids (11),,
Regular,?,East,West,(Sat) 9 Jun 2007 (W23),Chicago Fire (11),0-1,?,CD Chivas USA (9),,
Regular,?,West,West,(Sat) 9 Jun 2007 (W23),FC Dallas (12),3-1,?,LA Galaxy (8),,
Regular,?,East,East,(Sun) 10 Jun 2007 (W23),D.C. United (9),4-2,?,New York Red Bulls (11),,
Regular,?,East,West,(Sun) 10 Jun 2007 (W23),Columbus Crew SC (10),1-2,?,Houston Dynamo (11),,
Regular,?,West,West,(Thu) 14 Jun 2007 (W24),Real Salt Lake (10),0-1,?,FC Dallas (13),,
Regular,?,East,East,(Sat) 16 Jun 2007 (W24),New England Revolution (11),3-3,?,Columbus Crew SC (11),,
Regular,?,East,East,(Sat) 16 Jun 2007 (W24),D.C. United (10),3-1,?,Chicago Fire (12),,
Regular,?,East,East,(Sat) 16 Jun 2007 (W24),New York Red Bulls (12),3-3,?,Sporting Kansas City (10),,
Regular,?,West,West,(Sun) 17 Jun 2007 (W24),CD Chivas USA (10),2-0,?,Colorado Rapids (12),,
Regular,?,East,West,(Sun) 17 Jun 2007 (W24),Toronto FC (11),4-0,?,FC Dallas (14),,
Regular,?,West,West,(Sun) 17 Jun 2007 (W24),LA Galaxy (9),3-2,?,Real Salt Lake (11),,
Regular,?,East,East,(Wed) 20 Jun 2007 (W25),Columbus Crew SC (12),2-1,?,Sporting Kansas City (11),,
Regular,?,West,West,(Thu) 21 Jun 2007 (W25),Houston Dynamo (12),4-0,?,CD Chivas USA (11),,
Regular,?,East,East,(Sat) 23 Jun 2007 (W25),New England Revolution (12),3-0,?,Toronto FC (12),,
Regular,?,West,West,(Sat) 23 Jun 2007 (W25),Colorado Rapids (13),0-1,?,FC Dallas (15),,
Regular,?,West,East,(Sat) 23 Jun 2007 (W25),Real Salt Lake (12),2-1,?,D.C. United (11),,
Regular,?,West,East,(Sun) 24 Jun 2007 (W25),LA Galaxy (10),2-3,?,Columbus Crew SC (13),,
Regular,?,East,West,(Sun) 24 Jun 2007 (W25),Sporting Kansas City (12),0-1,?,Houston Dynamo (13),,
Regular,?,East,West,(Thu) 28 Jun 2007 (W26),D.C. United (12),4-1,?,Colorado Rapids (14),,
Regular,?,West,West,(Sat) 30 Jun 2007 (W26),FC Dallas (16),0-0,?,Houston Dynamo (14),,
Regular,?,East,East,(Sat) 30 Jun 2007 (W26),Columbus Crew SC (14),1-0,?,New York Red Bulls (13),,
Regular,?,West,East,(Sun) 1 Jul 2007 (W26),CD Chivas USA (12),2-0,?,New England Revolution (13),,
Regular,?,East,West,(Sun) 1 Jul 2007 (W26),Chicago Fire (13),0-0,?,Colorado Rapids (15),,
Regular,?,East,East,(Sun) 1 Jul 2007 (W26),Sporting Kansas City (13),1-1,?,Toronto FC (13),,
Regular,?,East,East,(Wed) 4 Jul 2007 (W27),Sporting Kansas City (14),0-1,?,D.C. United (13),,
Regular,?,West,West,(Wed) 4 Jul 2007 (W27),FC Dallas (17),2-0,?,CD Chivas USA (13),,
Regular,?,West,East,(Wed) 4 Jul 2007 (W27),Colorado Rapids (16),0-0,?,Columbus Crew SC (15),,
Regular,?,West,East,(Thu) 5 Jul 2007 (W27),Real Salt Lake (13),1-2,?,Toronto FC (14),,
Regular,?,West,East,(Thu) 5 Jul 2007 (W27),LA Galaxy (11),2-0,?,Chicago Fire (14),,
Regular,?,West,East,(Thu) 5 Jul 2007 (W27),Houston Dynamo (15),4-0,?,New York Red Bulls (14),,
Regular,?,East,West,(Sat) 7 Jul 2007 (W27),New England Revolution (14),1-1,?,CD Chivas USA (14),,
Regular,?,East,West,(Sat) 7 Jul 2007 (W27),Columbus Crew SC (16),2-0,?,Real Salt Lake (14),,
Regular,?,East,East,(Sat) 7 Jul 2007 (W27),Chicago Fire (15),1-1,?,Toronto FC (15),,
Regular,?,West,East,(Sun) 8 Jul 2007 (W27),LA Galaxy (12),2-2,?,Sporting Kansas City (15),,
Regular,?,West,East,(Sun) 8 Jul 2007 (W27),Colorado Rapids (17),0-1,?,New York Red Bulls (15),,
Regular,?,West,East,(Sun) 8 Jul 2007 (W27),Houston Dynamo (16),1-0,?,D.C. United (14),,
Regular,?,East,West,(Thu) 12 Jul 2007 (W28),Chicago Fire (16),0-4,?,Houston Dynamo (17),,
Regular,?,East,West,(Sat) 14 Jul 2007 (W28),D.C. United (15),3-3,?,FC Dallas (18),,
Regular,?,East,East,(Sat) 14 Jul 2007 (W28),New York Red Bulls (16),0-1,?,New England Revolution (15),,
Regular,?,East,West,(Sat) 14 Jul 2007 (W28),Sporting Kansas City (16),1-0,?,Real Salt Lake (15),,
Regular,?,West,East,(Sun) 15 Jul 2007 (W28),CD Chivas USA (15),2-1,?,Columbus Crew SC (17),,
Regular,?,West,East,(Sun) 15 Jul 2007 (W28),Houston Dynamo (18),0-0,?,Toronto FC (16),,
Regular,?,East,West,(Sun) 22 Jul 2007 (W29),New England Revolution (16),3-3,?,Houston Dynamo (19),,
Regular,?,East,East,(Sun) 22 Jul 2007 (W29),New York Red Bulls (17),1-0,?,D.C. United (16),,
Regular,?,East,East,(Sun) 22 Jul 2007 (W29),Columbus Crew SC (18),2-0,?,Toronto FC (17),,
Regular,?,East,West,(Sun) 22 Jul 2007 (W29),Sporting Kansas City (17),2-2,?,Colorado Rapids (18),,
Regular,?,East,West,(Thu) 26 Jul 2007 (W30),New York Red Bulls (18),0-2,?,CD Chivas USA (16),,
Regular,?,West,East,(Sat) 28 Jul 2007 (W30),Real Salt Lake (16),1-2,?,New England Revolution (17),,
Regular,?,East,East,(Sun) 29 Jul 2007 (W30),Toronto FC (18),0-3,?,Chicago Fire (17),,
Regular,?,East,West,(Sun) 29 Jul 2007 (W30),Sporting Kansas City (18),3-2,?,CD Chivas USA (17),,
Regular,?,East,East,(Thu) 2 Aug 2007 (W31),New England Revolution (18),2-0,?,Sporting Kansas City (19),,
Regular,?,East,East,(Sat) 4 Aug 2007 (W31),Chicago Fire (18),0-0,?,Columbus Crew SC (19),,
Regular,?,West,West,(Sat) 4 Aug 2007 (W31),FC Dallas (19),1-0,?,Colorado Rapids (19),,
Regular,?,West,West,(Sat) 4 Aug 2007 (W31),Real Salt Lake (17),1-0,?,Houston Dynamo (20),,
Regular,?,East,East,(Sun) 5 Aug 2007 (W31),New England Revolution (19),0-3,?,D.C. United (17),,
Regular,?,East,West,(Sun) 5 Aug 2007 (W31),Toronto FC (19),0-0,?,LA Galaxy (13),,
Regular,?,East,West,(Thu) 9 Aug 2007 (W32),D.C. United (18),1-0,?,LA Galaxy (14),,
Regular,?,West,East,(Sat) 11 Aug 2007 (W32),FC Dallas (20),3-2,?,Columbus Crew SC (20),,
Regular,?,West,West,(Sat) 11 Aug 2007 (W32),Colorado Rapids (20),1-0,?,Houston Dynamo (21),,
Regular,?,East,East,(Sun) 12 Aug 2007 (W32),New York Red Bulls (19),3-0,?,Toronto FC (20),,
Regular,?,East,West,(Sun) 12 Aug 2007 (W32),New England Revolution (20),1-0,?,LA Galaxy (15),,
Regular,?,West,East,(Thu) 16 Aug 2007 (W33),Colorado Rapids (21),3-0,?,New England Revolution (21),,
Regular,?,East,West,(Sat) 18 Aug 2007 (W33),Toronto FC (21),0-2,?,CD Chivas USA (18),,
Regular,?,East,East,(Sat) 18 Aug 2007 (W33),Columbus Crew SC (21),0-2,?,D.C. United (19),,
Regular,?,East,West,(Sat) 18 Aug 2007 (W33),New York Red Bulls (20),5-4,?,LA Galaxy (16),,
Regular,?,West,East,(Sat) 18 Aug 2007 (W33),Real Salt Lake (18),0-2,?,Chicago Fire (19),,
Regular,?,West,West,(Sun) 19 Aug 2007 (W33),Houston Dynamo (22),1-0,?,FC Dallas (21),,
Regular,?,East,East,(Sun) 19 Aug 2007 (W33),Sporting Kansas City (20),0-1,?,New England Revolution (22),,
Regular,?,East,East,(Wed) 22 Aug 2007 (W34),D.C. United (20),3-1,?,New York Red Bulls (21),,
Regular,?,East,East,(Wed) 22 Aug 2007 (W34),Sporting Kansas City (21),3-2,?,Chicago Fire (20),,
Regular,?,West,West,(Fri) 24 Aug 2007 (W34),LA Galaxy (17),0-3,?,CD Chivas USA (19),,
Regular,?,East,East,(Sat) 25 Aug 2007 (W34),Toronto FC (22),0-1,?,D.C. United (21),,
Regular,?,East,East,(Sat) 25 Aug 2007 (W34),New England Revolution (23),2-1,?,New York Red Bulls (22),,
Regular,?,West,East,(Sat) 25 Aug 2007 (W34),Houston Dynamo (23),1-1,?,Columbus Crew SC (22),,
Regular,?,East,East,(Sat) 25 Aug 2007 (W34),Chicago Fire (21),2-0,?,Sporting Kansas City (22),,
Regular,?,West,West,(Sun) 26 Aug 2007 (W34),Colorado Rapids (22),3-0,?,LA Galaxy (18),,
Regular,?,West,West,(Sun) 26 Aug 2007 (W34),CD Chivas USA (20),1-0,?,Real Salt Lake (19),,
Regular,?,West,East,(Wed) 29 Aug 2007 (W35),Real Salt Lake (20),3-1,?,Sporting Kansas City (23),,
Regular,?,East,East,(Sat) 1 Sep 2007 (W35),New York Red Bulls (23),1-0,?,Chicago Fire (22),,
Regular,?,West,East,(Sat) 1 Sep 2007 (W35),FC Dallas (22),0-4,?,D.C. United (22),,
Regular,?,West,East,(Sat) 1 Sep 2007 (W35),Houston Dynamo (24),1-1,?,Sporting Kansas City (24),,
Regular,?,West,West,(Sun) 2 Sep 2007 (W35),LA Galaxy (19),1-2,?,Real Salt Lake (21),,
Regular,?,East,West,(Sun) 2 Sep 2007 (W35),Columbus Crew SC (23),1-1,?,Colorado Rapids (23),,
Regular,?,West,East,(Fri) 7 Sep 2007 (W36),CD Chivas USA (21),2-2,?,D.C. United (23),,
Regular,?,East,East,(Sat) 8 Sep 2007 (W36),Columbus Crew SC (24),0-1,?,Chicago Fire (23),,
Regular,?,West,West,(Sat) 8 Sep 2007 (W36),Houston Dynamo (25),4-3,?,Real Salt Lake (22),,
Regular,?,West,East,(Sat) 8 Sep 2007 (W36),FC Dallas (23),2-0,?,Toronto FC (23),,
Regular,?,West,West,(Sun) 9 Sep 2007 (W36),LA Galaxy (20),3-1,?,Colorado Rapids (24),,
Regular,?,East,East,(Sun) 9 Sep 2007 (W36),D.C. United (24),4-2,?,New England Revolution (24),,
Regular,?,West,East,(Sun) 9 Sep 2007 (W36),CD Chivas USA (22),3-0,?,New York Red Bulls (24),,
Regular,?,East,West,(Wed) 12 Sep 2007 (W37),D.C. United (25),2-1,?,Real Salt Lake (23),,
Regular,?,West,West,(Fri) 14 Sep 2007 (W37),CD Chivas USA (23),3-0,?,LA Galaxy (21),,
Regular,?,East,West,(Sat) 15 Sep 2007 (W37),Toronto FC (24),0-0,?,Real Salt Lake (24),,
Regular,?,East,West,(Sat) 15 Sep 2007 (W37),New England Revolution (25),4-2,?,FC Dallas (24),,
Regular,?,East,East,(Sat) 15 Sep 2007 (W37),Sporting Kansas City (25),3-2,?,Columbus Crew SC (25),,
Regular,?,East,East,(Sat) 15 Sep 2007 (W37),Chicago Fire (24),2-2,?,New York Red Bulls (25),,
Regular,?,West,West,(Sun) 16 Sep 2007 (W37),Colorado Rapids (25),1-1,?,CD Chivas USA (24),,
Regular,?,West,West,(Sun) 16 Sep 2007 (W37),LA Galaxy (22),1-3,?,Houston Dynamo (26),,
Regular,?,West,West,(Wed) 19 Sep 2007 (W38),Real Salt Lake (25),2-2,?,LA Galaxy (23),,
Regular,?,West,East,(Thu) 20 Sep 2007 (W38),FC Dallas (25),1-1,?,Chicago Fire (25),,
Regular,?,East,East,(Sat) 22 Sep 2007 (W38),Toronto FC (25),1-2,?,Columbus Crew SC (26),,
Regular,?,East,East,(Sat) 22 Sep 2007 (W38),New York Red Bulls (26),2-2,?,New England Revolution (26),,
Regular,?,West,West,(Sat) 22 Sep 2007 (W38),Real Salt Lake (26),1-0,?,Colorado Rapids (26),,
Regular,?,West,East,(Sun) 23 Sep 2007 (W38),CD Chivas USA (25),2-1,?,Sporting Kansas City (26),,
Regular,?,East,East,(Sun) 23 Sep 2007 (W38),Chicago Fire (26),1-1,?,D.C. United (26),,
Regular,?,West,West,(Sun) 23 Sep 2007 (W38),LA Galaxy (24),2-1,?,FC Dallas (26),,
Regular,?,East,West,(Thu) 27 Sep 2007 (W39),Sporting Kansas City (27),0-1,?,LA Galaxy (25),,
Regular,?,East,West,(Sat) 29 Sep 2007 (W39),New England Revolution (27),1-0,?,Colorado Rapids (27),,
Regular,?,East,West,(Sat) 29 Sep 2007 (W39),New York Red Bulls (27),2-2,?,Real Salt Lake (27),,
Regular,?,East,East,(Sat) 29 Sep 2007 (W39),D.C. United (27),4-1,?,Toronto FC (26),,
Regular,?,West,East,(Sun) 30 Sep 2007 (W39),CD Chivas USA (26),1-1,?,Chicago Fire (27),,
Regular,?,West,West,(Sun) 30 Sep 2007 (W39),FC Dallas (27),0-3,?,Houston Dynamo (27),,
Regular,?,East,West,(Sun) 30 Sep 2007 (W39),Columbus Crew SC (27),1-2,?,LA Galaxy (26),,
Regular,?,East,East,(Thu) 4 Oct 2007 (W40),Toronto FC (27),2-1,?,New York Red Bulls (28),,
Regular,?,East,East,(Fri) 5 Oct 2007 (W40),Sporting Kansas City (28),1-1,?,D.C. United (28),,
Regular,?,East,West,(Sat) 6 Oct 2007 (W40),Columbus Crew SC (28),1-3,?,FC Dallas (28),,
Regular,?,East,East,(Sat) 6 Oct 2007 (W40),Chicago Fire (28),2-1,?,New England Revolution (28),,
Regular,?,West,West,(Sat) 6 Oct 2007 (W40),Real Salt Lake (28),2-3,?,CD Chivas USA (27),,
Regular,?,West,West,(Sun) 7 Oct 2007 (W40),Houston Dynamo (28),1-2,?,LA Galaxy (27),,
Regular,?,West,East,(Sun) 7 Oct 2007 (W40),Colorado Rapids (28),1-0,?,Toronto FC (28),,
Regular,?,West,West,(Thu) 11 Oct 2007 (W41),FC Dallas (29),0-0,?,CD Chivas USA (28),,
Regular,?,East,East,(Sat) 13 Oct 2007 (W41),D.C. United (29),0-0,?,Chicago Fire (29),,
Regular,?,East,East,(Sat) 13 Oct 2007 (W41),New England Revolution (29),2-3,?,Columbus Crew SC (29),,
Regular,?,East,East,(Sat) 13 Oct 2007 (W41),New York Red Bulls (29),2-1,?,Sporting Kansas City (29),,
Regular,?,West,East,(Sun) 14 Oct 2007 (W41),LA Galaxy (28),2-1,?,Toronto FC (29),,
Regular,?,West,West,(Sun) 14 Oct 2007 (W41),CD Chivas USA (29),1-2,?,Colorado Rapids (29),,
Regular,?,West,West,(Mon) 15 Oct 2007 (W42),Real Salt Lake (29),0-1,?,Houston Dynamo (29),,
Regular,?,West,East,(Fri) 19 Oct 2007 (W42),LA Galaxy (29),1-1,?,New York Red Bulls (30),,
Regular,?,East,East,(Sat) 20 Oct 2007 (W42),Toronto FC (30),2-2,?,New England Revolution (30),,
Regular,?,East,East,(Sat) 20 Oct 2007 (W42),D.C. United (30),2-3,?,Columbus Crew SC (30),,
Regular,?,West,East,(Sat) 20 Oct 2007 (W42),FC Dallas (30),0-2,?,Sporting Kansas City (30),,
Regular,?,West,West,(Sat) 20 Oct 2007 (W42),Colorado Rapids (30),0-1,?,Real Salt Lake (30),,
Regular,?,West,West,(Sun) 21 Oct 2007 (W42),CD Chivas USA (30),0-0,?,Houston Dynamo (30),,
Regular,?,East,West,(Sun) 21 Oct 2007 (W42),Chicago Fire (30),1-0,?,LA Galaxy (30),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Thu) 25 Oct 2007 (W43),Chicago Fire (31),1-0,?,D.C. United (31),,
Playoff,Conf. Semifinals | Leg 1,East,East,(Sat) 27 Oct 2007 (W43),New York Red Bulls (31),0-0,?,New England Revolution (31),,
Playoff,Conf. Semifinals | Leg 1,West,West,(Sat) 27 Oct 2007 (W43),FC Dallas (31),1-0,?,Houston Dynamo (31),,
Playoff,Conf. Semifinals | Leg 1,East,West,(Sat) 27 Oct 2007 (W43),Sporting Kansas City (31),1-0,?,CD Chivas USA (31),,
Playoff,Conf. Semifinals | Leg 2,East,East,(Thu) 1 Nov 2007 (W44),D.C. United (32),2-2,?,Chicago Fire (32),,
Playoff,Conf. Semifinals | Leg 2,West,West,(Fri) 2 Nov 2007 (W44),Houston Dynamo (32),2-1 (*),?,FC Dallas (32),4-1 (a.e.t.),
Playoff,Conf. Semifinals | Leg 2,East,East,(Sat) 3 Nov 2007 (W44),New England Revolution (32),1-0,?,New York Red Bulls (32),,
Playoff,Conf. Semifinals | Leg 2,West,East,(Sun) 4 Nov 2007 (W44),CD Chivas USA (32),0-0,?,Sporting Kansas City (32),,
Playoff,Conf. Finals,East,East,(Thu) 8 Nov 2007 (W45),New England Revolution (33),1-0,?,Chicago Fire (33),,
Playoff,Conf. Finals,West,East,(Sat) 10 Nov 2007 (W45),Houston Dynamo (33),2-0,?,Sporting Kansas City (33),,
Playoff,Final,East,West,(Sun) 18 Nov 2007 (W46),New England Revolution (34),1-2,?,Houston Dynamo (34),,
